Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1466,Fluctuating,67,46.0,78.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1467,Fluctuating,70,55.0,61.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1468,Fluctuating,81,55.0,65.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1469,Fluctuating,87,97.0,45.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1470,Fluctuating,44,64.0,79.0,7.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1471,Fluctuating,60,41.0,37.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1472,Fluctuating,67,76.0,52.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1473,Fluctuating,60,74.0,68.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1474,Fluctuating,89,69.0,40.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1475,Fluctuating,79,86.0,69.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1476,Fluctuating,68,35.0,44.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1477,Fluctuating,83,77.0,39.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1478,Fluctuating,47,36.0,45.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1479,Fluctuating,49,66.0,30.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1480,Fluctuating,84,44.0,49.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1481,Fluctuating,70,32.0,51.0,4.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1482,Fluctuating,87,98.0,43.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1483,Fluctuating,74,96.0,78.0,5.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1484,Fluctuating,75,91.0,69.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1485,Fluctuating,84,32.0,54.0,10.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1486,Fluctuating,82,97.0,32.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1487,Fluctuating,50,37.0,48.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1488,Fluctuating,90,64.0,33.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1489,Fluctuating,81,31.0,34.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1490,Fluctuating,82,64.0,72.0,6.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1491,Fluctuating,46,32.0,48.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1492,Fluctuating,54,78.0,62.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1493,Fluctuating,60,92.0,68.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1494,Fluctuating,45,53.0,42.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1495,Fluctuating,69,32.0,32.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1496,Fluctuating,73,69.0,51.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1497,Fluctuating,65,50.0,31.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1498,Fluctuating,83,75.0,52.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1499,Fluctuating,55,94.0,47.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1500,Fluctuating,80,62.0,54.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1501,Fluctuating,75,65.0,44.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1502,Fluctuating,61,80.0,72.0,3.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1503,Fluctuating,45,78.0,63.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1504,Fluctuating,80,59.0,56.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1505,Fluctuating,76,49.0,57.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1506,Fluctuating,78,72.0,58.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1507,Fluctuating,48,56.0,71.0,3.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1508,Fluctuating,77,99.0,73.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1509,Fluctuating,48,69.0,74.0,9.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1510,Fluctuating,48,85.0,79.0,3.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1511,Fluctuating,81,50.0,50.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1512,Fluctuating,75,98.0,76.0,2.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1513,Fluctuating,51,70.0,39.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1514,Fluctuating,88,70.0,56.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1515,Fluctuating,59,86.0,77.0,5.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1516,Fluctuating,49,54.0,36.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1517,Fluctuating,51,33.0,78.0,10.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1518,Fluctuating,79,64.0,68.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1519,Fluctuating,79,59.0,68.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1520,Fluctuating,54,33.0,52.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1521,Fluctuating,84,91.0,38.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1522,Fluctuating,78,90.0,75.0,6.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1523,Fluctuating,51,79.0,61.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1524,Fluctuating,48,50.0,42.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1525,Fluctuating,42,82.0,78.0,1.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1526,Fluctuating,57,82.0,44.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1527,Fluctuating,88,56.0,34.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1528,Fluctuating,68,92.0,74.0,6.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1529,Fluctuating,69,61.0,57.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1530,Fluctuating,89,35.0,68.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1531,Fluctuating,86,70.0,55.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1532,Fluctuating,87,98.0,63.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1533,Fluctuating,73,43.0,58.0,8.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1534,Fluctuating,42,61.0,63.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1535,Fluctuating,65,35.0,65.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1536,Fluctuating,73,36.0,42.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1537,Fluctuating,68,80.0,49.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1538,Fluctuating,69,51.0,57.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1539,Fluctuating,79,36.0,74.0,9.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1540,Fluctuating,49,89.0,71.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1541,Fluctuating,45,94.0,37.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1542,Fluctuating,89,99.0,38.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1543,Fluctuating,66,71.0,58.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1544,Fluctuating,51,88.0,67.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1545,Fluctuating,69,41.0,46.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1546,Fluctuating,84,50.0,75.0,2.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1547,Fluctuating,45,44.0,75.0,8.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1548,Fluctuating,80,76.0,35.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1549,Fluctuating,85,79.0,76.0,9.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1550,Fluctuating,79,50.0,54.0,9.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1551,Fluctuating,64,35.0,79.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1552,Fluctuating,61,49.0,40.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1553,Fluctuating,51,36.0,56.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1554,Fluctuating,59,87.0,48.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1555,Fluctuating,47,46.0,42.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1556,Fluctuating,79,62.0,30.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1557,Fluctuating,71,93.0,64.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1558,Fluctuating,78,93.0,45.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1559,Fluctuating,77,90.0,59.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1560,Fluctuating,68,40.0,68.0,10.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1561,Fluctuating,40,61.0,65.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1562,Fluctuating,79,56.0,33.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1563,Fluctuating,49,37.0,71.0,6.0,CLOUD,3,Low current latency; High CPU utilization; Medium computational task
1564,Fluctuating,42,48.0,32.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1565,Fluctuating,78,68.0,51.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1566,Fluctuating,43,43.0,56.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1567,Fluctuating,50,66.0,69.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1568,Fluctuating,76,52.0,59.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1569,Fluctuating,63,34.0,35.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1570,Fluctuating,60,77.0,54.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1571,Fluctuating,88,84.0,65.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1572,Fluctuating,58,90.0,38.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1573,Fluctuating,84,65.0,51.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1574,Fluctuating,66,97.0,43.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1575,Fluctuating,79,37.0,36.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1576,Fluctuating,86,97.0,35.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1577,Fluctuating,86,66.0,57.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1578,Fluctuating,60,63.0,63.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1579,Fluctuating,79,75.0,38.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1580,Fluctuating,76,93.0,63.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1581,Fluctuating,71,53.0,69.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1582,Fluctuating,85,67.0,42.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1583,Fluctuating,47,33.0,59.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1584,Fluctuating,87,56.0,69.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1585,Fluctuating,66,35.0,51.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1586,Fluctuating,75,57.0,30.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1587,Fluctuating,84,66.0,46.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1588,Fluctuating,59,68.0,62.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1589,Fluctuating,60,30.0,37.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1590,Fluctuating,61,80.0,76.0,10.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1591,Fluctuating,79,33.0,41.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1592,Fluctuating,61,73.0,73.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1593,Fluctuating,70,34.0,71.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1594,Fluctuating,70,49.0,70.0,8.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1595,Fluctuating,74,72.0,59.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1596,Fluctuating,87,37.0,63.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1597,Fluctuating,76,70.0,65.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1598,Fluctuating,41,56.0,66.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1599,Fluctuating,90,75.0,34.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1600,Fluctuating,57,33.0,51.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1601,Fluctuating,80,98.0,40.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1602,Fluctuating,78,79.0,41.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1603,Fluctuating,47,69.0,75.0,6.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1604,Fluctuating,85,34.0,47.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1605,Fluctuating,45,93.0,45.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1606,Fluctuating,68,68.0,43.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1607,Fluctuating,59,52.0,37.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1608,Fluctuating,90,34.0,79.0,4.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1609,Fluctuating,45,86.0,62.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1610,Fluctuating,70,94.0,39.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1611,Fluctuating,61,91.0,76.0,9.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1612,Fluctuating,59,71.0,39.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1613,Fluctuating,73,46.0,43.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1614,Fluctuating,69,79.0,75.0,9.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1615,Fluctuating,47,30.0,49.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1616,Fluctuating,83,41.0,51.0,8.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1617,Fluctuating,42,43.0,63.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1618,Fluctuating,41,69.0,70.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1619,Fluctuating,60,55.0,42.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1620,Fluctuating,57,98.0,50.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1621,Fluctuating,82,45.0,47.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1622,Fluctuating,50,65.0,37.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1623,Fluctuating,79,95.0,36.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1624,Fluctuating,74,74.0,65.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1625,Fluctuating,57,48.0,75.0,5.0,CLOUD,3,Low current latency; High CPU utilization; Medium computational task
1626,Fluctuating,76,61.0,40.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1627,Fluctuating,59,73.0,64.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1628,Fluctuating,43,46.0,31.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1629,Fluctuating,83,36.0,36.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1630,Fluctuating,43,41.0,57.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1631,Fluctuating,51,87.0,69.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1632,Fluctuating,59,72.0,42.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1633,Fluctuating,45,89.0,66.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1634,Fluctuating,45,89.0,36.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1635,Fluctuating,59,89.0,60.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1636,Fluctuating,54,48.0,69.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1637,Fluctuating,63,80.0,41.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1638,Fluctuating,90,71.0,59.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1639,Fluctuating,41,38.0,60.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1640,Fluctuating,62,91.0,59.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1641,Fluctuating,58,74.0,68.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1642,Fluctuating,48,95.0,36.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1643,Fluctuating,85,43.0,50.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1644,Fluctuating,81,39.0,80.0,5.0,CLOUD,3,Low current latency; High CPU utilization; Medium computational task
1645,Fluctuating,74,89.0,55.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1646,Fluctuating,66,60.0,69.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1647,Fluctuating,75,50.0,60.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1648,Fluctuating,44,73.0,43.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1649,Fluctuating,67,85.0,66.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1650,Fluctuating,74,60.0,41.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1651,Fluctuating,87,92.0,37.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1652,Fluctuating,78,89.0,50.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1653,Fluctuating,46,86.0,41.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1654,Fluctuating,65,38.0,68.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1655,Fluctuating,83,78.0,50.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1656,Fluctuating,81,37.0,35.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1657,Fluctuating,48,30.0,78.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1658,Fluctuating,82,49.0,58.0,9.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1659,Fluctuating,58,79.0,69.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1660,Fluctuating,68,55.0,43.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1661,Fluctuating,59,68.0,57.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1662,Fluctuating,45,31.0,69.0,9.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1663,Fluctuating,65,46.0,48.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1664,Fluctuating,63,100.0,33.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1665,Fluctuating,85,75.0,37.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1666,Fluctuating,41,60.0,57.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1667,Fluctuating,65,70.0,75.0,7.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1668,Fluctuating,65,78.0,57.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1669,Fluctuating,53,52.0,60.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1670,Fluctuating,52,79.0,53.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1671,Fluctuating,49,66.0,72.0,3.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1672,Fluctuating,48,31.0,34.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1673,Fluctuating,49,92.0,72.0,7.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1674,Fluctuating,48,40.0,38.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1675,Fluctuating,69,84.0,69.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1676,Fluctuating,69,95.0,57.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1677,Fluctuating,68,79.0,52.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1678,Fluctuating,51,84.0,68.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1679,Fluctuating,76,93.0,76.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1680,Fluctuating,85,94.0,47.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1681,Fluctuating,74,76.0,32.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1682,Fluctuating,76,91.0,75.0,6.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1683,Fluctuating,47,91.0,74.0,2.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1684,Fluctuating,49,97.0,78.0,5.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1685,Fluctuating,69,96.0,35.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1686,Fluctuating,79,41.0,45.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1687,Fluctuating,80,39.0,73.0,9.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1688,Fluctuating,77,69.0,69.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1689,Fluctuating,61,98.0,79.0,1.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1690,Fluctuating,70,88.0,62.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1691,Fluctuating,76,72.0,56.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1692,Fluctuating,58,67.0,40.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1693,Fluctuating,84,68.0,76.0,10.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1694,Fluctuating,56,37.0,70.0,8.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1695,Fluctuating,77,51.0,66.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1696,Fluctuating,82,67.0,77.0,10.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1697,Fluctuating,41,66.0,61.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1698,Fluctuating,48,94.0,34.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1699,Fluctuating,56,46.0,69.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1700,Fluctuating,57,62.0,30.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1701,Fluctuating,78,52.0,67.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1702,Fluctuating,82,87.0,53.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1703,Fluctuating,56,60.0,61.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1704,Fluctuating,73,34.0,51.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1705,Fluctuating,49,49.0,61.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1706,Fluctuating,89,79.0,45.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1707,Fluctuating,86,51.0,43.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1708,Fluctuating,86,74.0,33.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1709,Fluctuating,88,44.0,33.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1710,Fluctuating,69,81.0,60.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1711,Fluctuating,70,98.0,44.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1712,Fluctuating,83,79.0,60.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1713,Fluctuating,49,97.0,57.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1714,Fluctuating,58,87.0,54.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1715,Fluctuating,73,35.0,36.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1716,Fluctuating,80,75.0,57.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1717,Fluctuating,81,64.0,51.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1718,Fluctuating,57,42.0,46.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
