Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Proposed_Status,Proposed_Predicted_Latency_ms
1525,Fluctuating,42.0,82.0,78.0,1.0,CLOUD,CLOUD,prediction_complete,73.62
1526,Fluctuating,57.0,82.0,44.0,4.0,EDGE,EDGE,prediction_complete,73.74
1527,Fluctuating,88.0,56.0,34.0,3.0,EDGE,EDGE,prediction_complete,69.96
1528,Fluctuating,68.0,92.0,74.0,6.0,CLOUD,CLOUD,prediction_complete,71.19
1529,Fluctuating,69.0,61.0,57.0,7.0,CLOUD,CLOUD,prediction_complete,69.52
1530,Fluctuating,89.0,35.0,68.0,7.0,EDGE,CLOUD,prediction_complete,67.06
1531,Fluctuating,86.0,70.0,55.0,10.0,CLOUD,CLOUD,prediction_complete,65.5
1532,Fluctuating,87.0,98.0,63.0,1.0,EDGE,EDGE,prediction_complete,67.9
1533,Fluctuating,73.0,43.0,58.0,8.0,CLOUD,CLOUD,prediction_complete,63.72
1534,Fluctuating,42.0,61.0,63.0,9.0,CLOUD,CLOUD,prediction_complete,63.3
1535,Fluctuating,65.0,35.0,65.0,7.0,EDGE,CLOUD,prediction_complete,62.16
1536,Fluctuating,73.0,36.0,42.0,5.0,EDGE,EDGE,prediction_complete,60.76
1537,Fluctuating,68.0,80.0,49.0,5.0,EDGE,EDGE,prediction_complete,63.45
1538,Fluctuating,69.0,51.0,57.0,5.0,CLOUD,CLOUD,prediction_complete,62.52
1539,Fluctuating,79.0,36.0,74.0,9.0,CLOUD,CLOUD,prediction_complete,61.2
1540,Fluctuating,49.0,89.0,71.0,8.0,CLOUD,CLOUD,prediction_complete,64.95
1541,Fluctuating,45.0,94.0,37.0,3.0,EDGE,EDGE,prediction_complete,68.26
1542,Fluctuating,89.0,99.0,38.0,7.0,EDGE,EDGE,prediction_complete,69.44
1543,Fluctuating,66.0,71.0,58.0,1.0,EDGE,EDGE,prediction_complete,71.07
1544,Fluctuating,51.0,88.0,67.0,4.0,EDGE,EDGE,prediction_complete,72.01
1545,Fluctuating,69.0,41.0,46.0,6.0,EDGE,EDGE,prediction_complete,68.67
1546,Fluctuating,84.0,50.0,75.0,2.0,EDGE,CLOUD,prediction_complete,69.86
1547,Fluctuating,45.0,44.0,75.0,8.0,CLOUD,CLOUD,prediction_complete,67.59
1548,Fluctuating,80.0,76.0,35.0,9.0,CLOUD,CLOUD,prediction_complete,65.78
1549,Fluctuating,85.0,79.0,76.0,9.0,CLOUD,CLOUD,prediction_complete,67.43
1550,Fluctuating,79.0,50.0,54.0,9.0,CLOUD,CLOUD,prediction_complete,64.8
1551,Fluctuating,64.0,35.0,79.0,3.0,EDGE,CLOUD,prediction_complete,64.94
1552,Fluctuating,61.0,49.0,40.0,3.0,EDGE,EDGE,prediction_complete,63.89
1553,Fluctuating,51.0,36.0,56.0,5.0,EDGE,CLOUD,prediction_complete,62.46
1554,Fluctuating,59.0,87.0,48.0,3.0,EDGE,EDGE,prediction_complete,63.94
1555,Fluctuating,47.0,46.0,42.0,1.0,EDGE,EDGE,prediction_complete,64.27
1556,Fluctuating,79.0,62.0,30.0,8.0,CLOUD,CLOUD,prediction_complete,61.74
1557,Fluctuating,71.0,93.0,64.0,1.0,EDGE,EDGE,prediction_complete,65.13
1558,Fluctuating,78.0,93.0,45.0,4.0,EDGE,EDGE,prediction_complete,65.81
1559,Fluctuating,77.0,90.0,59.0,7.0,CLOUD,CLOUD,prediction_complete,65.8
1560,Fluctuating,68.0,40.0,68.0,10.0,CLOUD,CLOUD,prediction_complete,64.02
1561,Fluctuating,40.0,61.0,65.0,5.0,CLOUD,CLOUD,prediction_complete,65.79
1562,Fluctuating,79.0,56.0,33.0,3.0,EDGE,EDGE,prediction_complete,65.54
1563,Fluctuating,49.0,37.0,71.0,6.0,CLOUD,CLOUD,prediction_complete,65.09
1564,Fluctuating,42.0,48.0,32.0,10.0,EDGE,CLOUD,prediction_complete,62.81
1565,Fluctuating,78.0,68.0,51.0,2.0,EDGE,EDGE,prediction_complete,65.63
1566,Fluctuating,43.0,43.0,56.0,3.0,EDGE,EDGE,prediction_complete,66.64
1567,Fluctuating,50.0,66.0,69.0,10.0,CLOUD,CLOUD,prediction_complete,66.91
1568,Fluctuating,76.0,52.0,59.0,10.0,CLOUD,CLOUD,prediction_complete,66.74
1569,Fluctuating,63.0,34.0,35.0,5.0,EDGE,EDGE,prediction_complete,64.8
1570,Fluctuating,60.0,77.0,54.0,2.0,EDGE,EDGE,prediction_complete,67.52
1571,Fluctuating,88.0,84.0,65.0,2.0,EDGE,EDGE,prediction_complete,69.05
1572,Fluctuating,58.0,90.0,38.0,2.0,EDGE,EDGE,prediction_complete,69.6
1573,Fluctuating,84.0,65.0,51.0,9.0,CLOUD,CLOUD,prediction_complete,65.57
1574,Fluctuating,66.0,97.0,43.0,4.0,EDGE,EDGE,prediction_complete,66.24
1575,Fluctuating,79.0,37.0,36.0,10.0,EDGE,CLOUD,prediction_complete,62.31
1576,Fluctuating,86.0,97.0,35.0,8.0,CLOUD,CLOUD,prediction_complete,62.51
1577,Fluctuating,86.0,66.0,57.0,10.0,CLOUD,CLOUD,prediction_complete,60.92
1578,Fluctuating,60.0,63.0,63.0,10.0,CLOUD,CLOUD,prediction_complete,61.4
1579,Fluctuating,79.0,75.0,38.0,10.0,CLOUD,CLOUD,prediction_complete,62.14
1580,Fluctuating,76.0,93.0,63.0,8.0,CLOUD,CLOUD,prediction_complete,65.05
1581,Fluctuating,71.0,53.0,69.0,4.0,EDGE,EDGE,prediction_complete,66.65
1582,Fluctuating,85.0,67.0,42.0,1.0,EDGE,EDGE,prediction_complete,65.97
1583,Fluctuating,47.0,33.0,59.0,2.0,EDGE,EDGE,prediction_complete,64.6
1584,Fluctuating,87.0,56.0,69.0,7.0,CLOUD,CLOUD,prediction_complete,62.54
1585,Fluctuating,66.0,35.0,51.0,6.0,EDGE,CLOUD,prediction_complete,59.94
1586,Fluctuating,75.0,57.0,30.0,4.0,EDGE,EDGE,prediction_complete,58.27
1587,Fluctuating,84.0,66.0,46.0,2.0,EDGE,EDGE,prediction_complete,58.62
1588,Fluctuating,59.0,68.0,62.0,9.0,CLOUD,CLOUD,prediction_complete,57.48
1589,Fluctuating,60.0,30.0,37.0,6.0,EDGE,EDGE,prediction_complete,55.51
1590,Fluctuating,61.0,80.0,76.0,10.0,CLOUD,CLOUD,prediction_complete,58.88
1591,Fluctuating,79.0,33.0,41.0,4.0,EDGE,EDGE,prediction_complete,58.57
1592,Fluctuating,61.0,73.0,73.0,8.0,CLOUD,CLOUD,prediction_complete,61.91
1593,Fluctuating,70.0,34.0,71.0,3.0,EDGE,CLOUD,prediction_complete,62.59
1594,Fluctuating,70.0,49.0,70.0,8.0,CLOUD,CLOUD,prediction_complete,62.45
1595,Fluctuating,74.0,72.0,59.0,7.0,CLOUD,CLOUD,prediction_complete,63.68
1596,Fluctuating,87.0,37.0,63.0,5.0,EDGE,CLOUD,prediction_complete,63.18
1597,Fluctuating,76.0,70.0,65.0,9.0,CLOUD,CLOUD,prediction_complete,63.3
1598,Fluctuating,41.0,56.0,66.0,6.0,CLOUD,CLOUD,prediction_complete,63.58
1599,Fluctuating,90.0,75.0,34.0,3.0,EDGE,EDGE,prediction_complete,64.58
1600,Fluctuating,57.0,33.0,51.0,7.0,EDGE,CLOUD,prediction_complete,61.12
1601,Fluctuating,80.0,98.0,40.0,10.0,CLOUD,CLOUD,prediction_complete,63.17
1602,Fluctuating,78.0,79.0,41.0,10.0,CLOUD,CLOUD,prediction_complete,62.45
1603,Fluctuating,47.0,69.0,75.0,6.0,CLOUD,CLOUD,prediction_complete,66.01
1604,Fluctuating,85.0,34.0,47.0,7.0,EDGE,EDGE,prediction_complete,64.16
1605,Fluctuating,45.0,93.0,45.0,6.0,EDGE,EDGE,prediction_complete,66.34
1606,Fluctuating,68.0,68.0,43.0,9.0,CLOUD,CLOUD,prediction_complete,66.91
1607,Fluctuating,59.0,52.0,37.0,6.0,EDGE,EDGE,prediction_complete,65.89
1608,Fluctuating,90.0,34.0,79.0,4.0,EDGE,CLOUD,prediction_complete,65.38
1609,Fluctuating,45.0,86.0,62.0,1.0,EDGE,EDGE,prediction_complete,69.53
1610,Fluctuating,70.0,94.0,39.0,4.0,EDGE,EDGE,prediction_complete,69.25
1611,Fluctuating,61.0,91.0,76.0,9.0,CLOUD,CLOUD,prediction_complete,70.01
1612,Fluctuating,59.0,71.0,39.0,2.0,EDGE,EDGE,prediction_complete,70.21
1613,Fluctuating,73.0,46.0,43.0,1.0,EDGE,EDGE,prediction_complete,67.88
1614,Fluctuating,69.0,79.0,75.0,9.0,CLOUD,CLOUD,prediction_complete,68.35
1615,Fluctuating,47.0,30.0,49.0,1.0,EDGE,EDGE,prediction_complete,66.22
1616,Fluctuating,83.0,41.0,51.0,8.0,CLOUD,CLOUD,prediction_complete,62.97
1617,Fluctuating,42.0,43.0,63.0,5.0,EDGE,CLOUD,prediction_complete,63.27
1618,Fluctuating,41.0,69.0,70.0,4.0,EDGE,EDGE,prediction_complete,67.49
1619,Fluctuating,60.0,55.0,42.0,5.0,EDGE,EDGE,prediction_complete,66.06
1620,Fluctuating,57.0,98.0,50.0,8.0,CLOUD,CLOUD,prediction_complete,68.21
1621,Fluctuating,82.0,45.0,47.0,3.0,EDGE,EDGE,prediction_complete,66.92
1622,Fluctuating,50.0,65.0,37.0,1.0,EDGE,EDGE,prediction_complete,67.31
1623,Fluctuating,79.0,95.0,36.0,4.0,EDGE,EDGE,prediction_complete,68.06
1624,Fluctuating,74.0,74.0,65.0,6.0,CLOUD,CLOUD,prediction_complete,67.33
1625,Fluctuating,57.0,48.0,75.0,5.0,CLOUD,CLOUD,prediction_complete,67.29
1626,Fluctuating,76.0,61.0,40.0,2.0,EDGE,EDGE,prediction_complete,66.75
1627,Fluctuating,59.0,73.0,64.0,8.0,CLOUD,CLOUD,prediction_complete,65.49
1628,Fluctuating,43.0,46.0,31.0,8.0,EDGE,CLOUD,prediction_complete,62.11
1629,Fluctuating,83.0,36.0,36.0,7.0,EDGE,EDGE,prediction_complete,60.81
1630,Fluctuating,43.0,41.0,57.0,7.0,EDGE,CLOUD,prediction_complete,60.42
1631,Fluctuating,51.0,87.0,69.0,6.0,CLOUD,CLOUD,prediction_complete,66.19
1632,Fluctuating,59.0,72.0,42.0,9.0,CLOUD,CLOUD,prediction_complete,67.03
1633,Fluctuating,45.0,89.0,66.0,3.0,EDGE,EDGE,prediction_complete,73.49
1634,Fluctuating,45.0,89.0,36.0,8.0,CLOUD,CLOUD,prediction_complete,76.43
1635,Fluctuating,59.0,89.0,60.0,4.0,EDGE,EDGE,prediction_complete,80.54
1636,Fluctuating,54.0,48.0,69.0,5.0,EDGE,CLOUD,prediction_complete,82.46
1637,Fluctuating,63.0,80.0,41.0,6.0,EDGE,EDGE,prediction_complete,78.08
1638,Fluctuating,90.0,71.0,59.0,8.0,CLOUD,CLOUD,prediction_complete,73.77
1639,Fluctuating,41.0,38.0,60.0,2.0,EDGE,EDGE,prediction_complete,75.66
1640,Fluctuating,62.0,91.0,59.0,3.0,EDGE,EDGE,prediction_complete,76.04
1641,Fluctuating,58.0,74.0,68.0,10.0,CLOUD,CLOUD,prediction_complete,73.65
1642,Fluctuating,48.0,95.0,36.0,7.0,EDGE,EDGE,prediction_complete,75.25
1643,Fluctuating,85.0,43.0,50.0,9.0,EDGE,CLOUD,prediction_complete,70.2
1644,Fluctuating,81.0,39.0,80.0,5.0,CLOUD,CLOUD,prediction_complete,69.39
1645,Fluctuating,74.0,89.0,55.0,10.0,CLOUD,CLOUD,prediction_complete,68.98
1646,Fluctuating,66.0,60.0,69.0,4.0,EDGE,EDGE,prediction_complete,69.33
1647,Fluctuating,75.0,50.0,60.0,7.0,EDGE,CLOUD,prediction_complete,67.57
1648,Fluctuating,44.0,73.0,43.0,10.0,CLOUD,CLOUD,prediction_complete,67.21
1649,Fluctuating,67.0,85.0,66.0,6.0,CLOUD,CLOUD,prediction_complete,69.83
1650,Fluctuating,74.0,60.0,41.0,2.0,EDGE,EDGE,prediction_complete,69.07
1651,Fluctuating,87.0,92.0,37.0,10.0,CLOUD,CLOUD,prediction_complete,67.28
1652,Fluctuating,78.0,89.0,50.0,9.0,CLOUD,CLOUD,prediction_complete,66.8
1653,Fluctuating,46.0,86.0,41.0,5.0,EDGE,EDGE,prediction_complete,68.61
1654,Fluctuating,65.0,38.0,68.0,2.0,EDGE,EDGE,prediction_complete,69.15
1655,Fluctuating,83.0,78.0,50.0,8.0,CLOUD,CLOUD,prediction_complete,67.76
1656,Fluctuating,81.0,37.0,35.0,4.0,EDGE,EDGE,prediction_complete,63.97
1657,Fluctuating,48.0,30.0,78.0,3.0,EDGE,CLOUD,prediction_complete,63.98
1658,Fluctuating,82.0,49.0,58.0,9.0,CLOUD,CLOUD,prediction_complete,60.61
1659,Fluctuating,58.0,79.0,69.0,10.0,CLOUD,CLOUD,prediction_complete,61.66
1660,Fluctuating,68.0,55.0,43.0,6.0,EDGE,EDGE,prediction_complete,62.23
1661,Fluctuating,59.0,68.0,57.0,6.0,CLOUD,CLOUD,prediction_complete,64.23
1662,Fluctuating,45.0,31.0,69.0,9.0,CLOUD,CLOUD,prediction_complete,63.89
1663,Fluctuating,65.0,46.0,48.0,1.0,EDGE,EDGE,prediction_complete,64.8
1664,Fluctuating,63.0,100.0,33.0,1.0,EDGE,EDGE,prediction_complete,67.59
1665,Fluctuating,85.0,75.0,37.0,5.0,EDGE,EDGE,prediction_complete,66.21
1666,Fluctuating,41.0,60.0,57.0,10.0,CLOUD,CLOUD,prediction_complete,65.78
1667,Fluctuating,65.0,70.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,67.58
1668,Fluctuating,65.0,78.0,57.0,9.0,CLOUD,CLOUD,prediction_complete,69.02
1669,Fluctuating,53.0,52.0,60.0,3.0,EDGE,EDGE,prediction_complete,69.53
1670,Fluctuating,52.0,79.0,53.0,7.0,CLOUD,CLOUD,prediction_complete,71.18
1671,Fluctuating,49.0,66.0,72.0,3.0,CLOUD,CLOUD,prediction_complete,75.43
1672,Fluctuating,48.0,31.0,34.0,1.0,EDGE,EDGE,prediction_complete,71.65
1673,Fluctuating,49.0,92.0,72.0,7.0,CLOUD,CLOUD,prediction_complete,77.55
1674,Fluctuating,48.0,40.0,38.0,7.0,EDGE,EDGE,prediction_complete,72.79
1675,Fluctuating,69.0,84.0,69.0,3.0,EDGE,EDGE,prediction_complete,77.4
1676,Fluctuating,69.0,95.0,57.0,9.0,CLOUD,CLOUD,prediction_complete,74.78
1677,Fluctuating,68.0,79.0,52.0,4.0,EDGE,EDGE,prediction_complete,74.35
1678,Fluctuating,51.0,84.0,68.0,1.0,EDGE,EDGE,prediction_complete,78.85
1679,Fluctuating,76.0,93.0,76.0,4.0,CLOUD,CLOUD,prediction_complete,79.46
1680,Fluctuating,85.0,94.0,47.0,7.0,EDGE,EDGE,prediction_complete,74.53
1681,Fluctuating,74.0,76.0,32.0,1.0,EDGE,EDGE,prediction_complete,72.25
1682,Fluctuating,76.0,91.0,75.0,6.0,CLOUD,CLOUD,prediction_complete,72.63
1683,Fluctuating,47.0,91.0,74.0,2.0,CLOUD,CLOUD,prediction_complete,74.15
1684,Fluctuating,49.0,97.0,78.0,5.0,CLOUD,CLOUD,prediction_complete,78.5
1685,Fluctuating,69.0,96.0,35.0,9.0,CLOUD,CLOUD,prediction_complete,74.89
1686,Fluctuating,79.0,41.0,45.0,8.0,EDGE,CLOUD,prediction_complete,70.52
1687,Fluctuating,80.0,39.0,73.0,9.0,CLOUD,CLOUD,prediction_complete,69.03
1688,Fluctuating,77.0,69.0,69.0,1.0,EDGE,EDGE,prediction_complete,70.28
1689,Fluctuating,61.0,98.0,79.0,1.0,CLOUD,CLOUD,prediction_complete,73.7
1690,Fluctuating,70.0,88.0,62.0,8.0,CLOUD,CLOUD,prediction_complete,72.16
1691,Fluctuating,76.0,72.0,56.0,6.0,CLOUD,CLOUD,prediction_complete,71.14
1692,Fluctuating,58.0,67.0,40.0,1.0,EDGE,EDGE,prediction_complete,70.14
1693,Fluctuating,84.0,68.0,76.0,10.0,CLOUD,CLOUD,prediction_complete,67.62
1694,Fluctuating,56.0,37.0,70.0,8.0,CLOUD,CLOUD,prediction_complete,64.95
1695,Fluctuating,77.0,51.0,66.0,1.0,EDGE,EDGE,prediction_complete,66.41
1696,Fluctuating,82.0,67.0,77.0,10.0,CLOUD,CLOUD,prediction_complete,66.14
1697,Fluctuating,41.0,66.0,61.0,2.0,EDGE,EDGE,prediction_complete,68.4
1698,Fluctuating,48.0,94.0,34.0,5.0,EDGE,EDGE,prediction_complete,69.23
1699,Fluctuating,56.0,46.0,69.0,5.0,EDGE,CLOUD,prediction_complete,69.05
1700,Fluctuating,57.0,62.0,30.0,2.0,EDGE,EDGE,prediction_complete,68.12
1701,Fluctuating,78.0,52.0,67.0,3.0,EDGE,EDGE,prediction_complete,68.61
1702,Fluctuating,82.0,87.0,53.0,3.0,EDGE,EDGE,prediction_complete,68.96
1703,Fluctuating,56.0,60.0,61.0,3.0,EDGE,EDGE,prediction_complete,68.12
1704,Fluctuating,73.0,34.0,51.0,2.0,EDGE,EDGE,prediction_complete,65.1
1705,Fluctuating,49.0,49.0,61.0,7.0,EDGE,CLOUD,prediction_complete,63.21
1706,Fluctuating,89.0,79.0,45.0,8.0,CLOUD,CLOUD,prediction_complete,62.37
1707,Fluctuating,86.0,51.0,43.0,10.0,CLOUD,CLOUD,prediction_complete,59.48
1708,Fluctuating,86.0,74.0,33.0,5.0,EDGE,EDGE,prediction_complete,59.02
1709,Fluctuating,88.0,44.0,33.0,3.0,EDGE,EDGE,prediction_complete,55.9
1710,Fluctuating,69.0,81.0,60.0,5.0,CLOUD,CLOUD,prediction_complete,57.9
1711,Fluctuating,70.0,98.0,44.0,7.0,EDGE,EDGE,prediction_complete,59.48
1712,Fluctuating,83.0,79.0,60.0,5.0,CLOUD,CLOUD,prediction_complete,61.14
1713,Fluctuating,49.0,97.0,57.0,1.0,EDGE,EDGE,prediction_complete,64.21
1714,Fluctuating,58.0,87.0,54.0,6.0,CLOUD,CLOUD,prediction_complete,65.78
1715,Fluctuating,73.0,35.0,36.0,9.0,EDGE,CLOUD,prediction_complete,61.66
1716,Fluctuating,80.0,75.0,57.0,10.0,CLOUD,CLOUD,prediction_complete,63.12
1717,Fluctuating,81.0,64.0,51.0,5.0,CLOUD,CLOUD,prediction_complete,64.5
1718,Fluctuating,57.0,42.0,46.0,10.0,EDGE,CLOUD,prediction_complete,62.86
1719,Fluctuating,65.0,89.0,79.0,4.0,CLOUD,CLOUD,prediction_complete,68.53
1720,Fluctuating,86.0,54.0,63.0,6.0,CLOUD,CLOUD,prediction_complete,67.54
1721,Fluctuating,83.0,53.0,50.0,9.0,CLOUD,CLOUD,prediction_complete,64.67
1722,Fluctuating,40.0,31.0,34.0,1.0,EDGE,EDGE,prediction_complete,62.45
1723,Fluctuating,66.0,42.0,63.0,2.0,EDGE,EDGE,prediction_complete,62.19
1724,Fluctuating,83.0,87.0,52.0,4.0,EDGE,EDGE,prediction_complete,62.33
1725,Fluctuating,86.0,66.0,46.0,4.0,EDGE,EDGE,prediction_complete,61.48
1726,Fluctuating,42.0,33.0,69.0,2.0,EDGE,EDGE,prediction_complete,61.04
1727,Fluctuating,43.0,57.0,68.0,2.0,EDGE,EDGE,prediction_complete,63.21
1728,Fluctuating,85.0,45.0,35.0,10.0,EDGE,CLOUD,prediction_complete,58.6
1729,Fluctuating,48.0,78.0,72.0,10.0,CLOUD,CLOUD,prediction_complete,60.71
1730,Fluctuating,51.0,44.0,74.0,3.0,EDGE,CLOUD,prediction_complete,64.65
1731,Fluctuating,56.0,67.0,59.0,2.0,EDGE,EDGE,prediction_complete,68.3
1732,Fluctuating,80.0,88.0,47.0,7.0,EDGE,EDGE,prediction_complete,68.54
1733,Fluctuating,84.0,71.0,46.0,3.0,EDGE,EDGE,prediction_complete,68.6
1734,Fluctuating,89.0,39.0,47.0,1.0,EDGE,EDGE,prediction_complete,66.44
1735,Fluctuating,64.0,79.0,51.0,1.0,EDGE,EDGE,prediction_complete,66.76
1736,Fluctuating,56.0,63.0,41.0,8.0,CLOUD,CLOUD,prediction_complete,62.07
1737,Fluctuating,44.0,92.0,42.0,10.0,CLOUD,CLOUD,prediction_complete,62.22
1738,Fluctuating,65.0,52.0,71.0,8.0,CLOUD,CLOUD,prediction_complete,64.83
1739,Fluctuating,46.0,48.0,64.0,7.0,EDGE,CLOUD,prediction_complete,65.36
1740,Fluctuating,53.0,43.0,58.0,5.0,EDGE,CLOUD,prediction_complete,66.36
1741,Fluctuating,46.0,34.0,34.0,2.0,EDGE,EDGE,prediction_complete,65.64
1742,Fluctuating,76.0,62.0,79.0,8.0,CLOUD,CLOUD,prediction_complete,67.45
1743,Fluctuating,41.0,93.0,39.0,1.0,EDGE,EDGE,prediction_complete,71.5
1744,Fluctuating,42.0,79.0,47.0,3.0,EDGE,EDGE,prediction_complete,75.67
1745,Fluctuating,84.0,72.0,55.0,10.0,CLOUD,CLOUD,prediction_complete,71.44
1746,Fluctuating,40.0,95.0,75.0,8.0,CLOUD,CLOUD,prediction_complete,78.92
1747,Fluctuating,70.0,85.0,55.0,2.0,EDGE,EDGE,prediction_complete,77.77
1748,Fluctuating,74.0,58.0,30.0,7.0,EDGE,EDGE,prediction_complete,72.0
1749,Fluctuating,84.0,91.0,37.0,10.0,CLOUD,CLOUD,prediction_complete,70.6
1750,Fluctuating,74.0,75.0,51.0,5.0,CLOUD,CLOUD,prediction_complete,70.38
1751,Fluctuating,65.0,37.0,70.0,2.0,EDGE,EDGE,prediction_complete,69.91
1752,Fluctuating,63.0,98.0,51.0,2.0,EDGE,EDGE,prediction_complete,71.21
1753,Fluctuating,69.0,67.0,71.0,4.0,CLOUD,CLOUD,prediction_complete,70.24
1754,Fluctuating,51.0,100.0,32.0,7.0,EDGE,EDGE,prediction_complete,68.15
1755,Fluctuating,82.0,54.0,49.0,7.0,EDGE,EDGE,prediction_complete,66.55
1756,Fluctuating,46.0,75.0,61.0,2.0,EDGE,EDGE,prediction_complete,67.54
1757,Fluctuating,80.0,86.0,77.0,4.0,CLOUD,CLOUD,prediction_complete,70.22
1758,Fluctuating,48.0,34.0,42.0,1.0,EDGE,EDGE,prediction_complete,68.46
1759,Fluctuating,86.0,60.0,61.0,7.0,CLOUD,CLOUD,prediction_complete,66.53
1760,Fluctuating,44.0,99.0,71.0,5.0,CLOUD,CLOUD,prediction_complete,69.81
1761,Fluctuating,71.0,98.0,58.0,1.0,EDGE,EDGE,prediction_complete,72.94
1762,Fluctuating,42.0,73.0,33.0,6.0,EDGE,EDGE,prediction_complete,70.5
1763,Fluctuating,90.0,35.0,55.0,2.0,EDGE,EDGE,prediction_complete,68.74
1764,Fluctuating,53.0,96.0,59.0,9.0,CLOUD,CLOUD,prediction_complete,68.27
1765,Fluctuating,49.0,59.0,34.0,1.0,EDGE,EDGE,prediction_complete,68.82
1766,Fluctuating,87.0,48.0,61.0,1.0,EDGE,EDGE,prediction_complete,68.38
1767,Fluctuating,70.0,35.0,45.0,3.0,EDGE,EDGE,prediction_complete,64.54
1768,Fluctuating,40.0,52.0,70.0,1.0,EDGE,EDGE,prediction_complete,65.64
1769,Fluctuating,59.0,42.0,59.0,10.0,CLOUD,CLOUD,prediction_complete,62.26
1770,Fluctuating,50.0,38.0,36.0,2.0,EDGE,EDGE,prediction_complete,60.2
1771,Fluctuating,71.0,58.0,34.0,4.0,EDGE,EDGE,prediction_complete,59.47
1772,Fluctuating,67.0,73.0,77.0,7.0,CLOUD,CLOUD,prediction_complete,61.56
1773,Fluctuating,60.0,45.0,73.0,10.0,CLOUD,CLOUD,prediction_complete,62.66
1774,Fluctuating,74.0,47.0,50.0,4.0,EDGE,EDGE,prediction_complete,62.31
1775,Fluctuating,88.0,35.0,67.0,3.0,EDGE,EDGE,prediction_complete,62.29
1776,Fluctuating,61.0,38.0,37.0,5.0,EDGE,EDGE,prediction_complete,59.77
1777,Fluctuating,49.0,83.0,40.0,6.0,EDGE,EDGE,prediction_complete,61.11
1778,Fluctuating,75.0,51.0,58.0,4.0,EDGE,EDGE,prediction_complete,60.92
1779,Fluctuating,77.0,35.0,38.0,2.0,EDGE,EDGE,prediction_complete,58.72
1780,Fluctuating,90.0,78.0,79.0,3.0,CLOUD,CLOUD,prediction_complete,61.66
1781,Fluctuating,41.0,92.0,35.0,1.0,EDGE,EDGE,prediction_complete,62.78
1782,Fluctuating,40.0,52.0,35.0,10.0,CLOUD,CLOUD,prediction_complete,58.71
1783,Fluctuating,58.0,83.0,74.0,8.0,CLOUD,CLOUD,prediction_complete,63.03
1784,Fluctuating,84.0,46.0,43.0,3.0,EDGE,EDGE,prediction_complete,63.95
1785,Fluctuating,80.0,64.0,63.0,8.0,CLOUD,CLOUD,prediction_complete,64.82
1786,Fluctuating,66.0,60.0,41.0,10.0,CLOUD,CLOUD,prediction_complete,63.62
1787,Fluctuating,84.0,34.0,68.0,3.0,EDGE,EDGE,prediction_complete,63.31
1788,Fluctuating,85.0,93.0,69.0,2.0,EDGE,EDGE,prediction_complete,66.63
1789,Fluctuating,80.0,68.0,52.0,7.0,CLOUD,CLOUD,prediction_complete,64.91
1790,Fluctuating,40.0,60.0,42.0,2.0,EDGE,EDGE,prediction_complete,64.23
1791,Fluctuating,73.0,42.0,69.0,6.0,EDGE,CLOUD,prediction_complete,62.35
1792,Fluctuating,88.0,99.0,62.0,4.0,EDGE,EDGE,prediction_complete,64.21
1793,Fluctuating,69.0,56.0,47.0,1.0,EDGE,EDGE,prediction_complete,62.63
1794,Fluctuating,52.0,44.0,80.0,3.0,EDGE,CLOUD,prediction_complete,64.06
1795,Fluctuating,83.0,90.0,61.0,3.0,EDGE,EDGE,prediction_complete,65.43
1796,Fluctuating,50.0,35.0,33.0,6.0,EDGE,EDGE,prediction_complete,60.56
1797,Fluctuating,58.0,56.0,57.0,5.0,CLOUD,CLOUD,prediction_complete,61.85
1798,Fluctuating,61.0,88.0,32.0,2.0,EDGE,EDGE,prediction_complete,63.59
1799,Fluctuating,87.0,36.0,64.0,3.0,EDGE,EDGE,prediction_complete,63.37
1800,Fluctuating,50.0,33.0,61.0,9.0,CLOUD,CLOUD,prediction_complete,59.87
1801,Fluctuating,47.0,39.0,45.0,8.0,EDGE,CLOUD,prediction_complete,59.18
1802,Fluctuating,77.0,71.0,56.0,4.0,EDGE,EDGE,prediction_complete,62.43
1803,Fluctuating,87.0,71.0,44.0,2.0,EDGE,EDGE,prediction_complete,63.73
1804,Fluctuating,60.0,59.0,36.0,4.0,EDGE,EDGE,prediction_complete,61.41
1805,Fluctuating,87.0,82.0,42.0,7.0,EDGE,EDGE,prediction_complete,61.05
1806,Fluctuating,54.0,39.0,60.0,10.0,CLOUD,CLOUD,prediction_complete,59.17
1807,Fluctuating,71.0,36.0,57.0,3.0,EDGE,EDGE,prediction_complete,59.4
1808,Fluctuating,53.0,88.0,41.0,7.0,EDGE,EDGE,prediction_complete,60.81
1809,Fluctuating,63.0,47.0,59.0,4.0,EDGE,EDGE,prediction_complete,62.49
1810,Fluctuating,80.0,75.0,47.0,4.0,EDGE,EDGE,prediction_complete,63.17
1811,Fluctuating,61.0,46.0,32.0,10.0,EDGE,CLOUD,prediction_complete,59.77
1812,Fluctuating,43.0,65.0,38.0,2.0,EDGE,EDGE,prediction_complete,61.64
1813,Fluctuating,69.0,88.0,56.0,3.0,EDGE,EDGE,prediction_complete,65.77
1814,Fluctuating,88.0,73.0,44.0,5.0,EDGE,EDGE,prediction_complete,65.25
