Time,Scenario,Bandwidth_Mbps,Input_Network_Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Estimated_EDGE_Latency_ms,Estimated_CLOUD_Latency_ms,Existing_Estimated_Latency_ms,Proposed_Estimated_Latency_ms
1667,Fluctuating,65.0,70.0,75.0,7.0,CLOUD,CLOUD,1190.0,1092.5384615384614,1092.5384615384614,1092.5384615384614
1668,Fluctuating,65.0,78.0,57.0,9.0,CLOUD,CLOUD,1335.6,1386.2123076923078,1386.2123076923078,1386.2123076923078
1669,Fluctuating,53.0,52.0,60.0,3.0,EDGE,EDGE,456.0,572.0301886792453,456.0,456.0
1670,Fluctuating,52.0,79.0,53.0,7.0,CLOUD,CLOUD,1005.1999999999999,1310.7630769230768,1310.7630769230768,1310.7630769230768
1671,Fluctuating,49.0,66.0,72.0,3.0,CLOUD,CLOUD,499.20000000000005,624.435918367347,624.435918367347,624.435918367347
1672,Fluctuating,48.0,31.0,34.0,1.0,EDGE,EDGE,120.8,219.02666666666664,120.8,120.8
1673,Fluctuating,49.0,92.0,72.0,7.0,CLOUD,CLOUD,1164.8,1395.017142857143,1395.017142857143,1395.017142857143
1674,Fluctuating,48.0,40.0,38.0,7.0,EDGE,EDGE,879.2,1357.3066666666668,879.2,879.2
1675,Fluctuating,69.0,84.0,69.0,3.0,EDGE,EDGE,488.40000000000003,500.1060869565217,488.40000000000003,488.40000000000003
1676,Fluctuating,69.0,95.0,57.0,9.0,CLOUD,CLOUD,1335.6,1338.9982608695652,1338.9982608695652,1338.9982608695652
1677,Fluctuating,68.0,79.0,52.0,4.0,EDGE,EDGE,569.6,637.9082352941176,569.6,569.6
1678,Fluctuating,51.0,84.0,68.0,1.0,EDGE,EDGE,161.6,263.58274509803925,161.6,161.6
1679,Fluctuating,76.0,93.0,76.0,4.0,CLOUD,CLOUD,684.8000000000001,606.2126315789473,606.2126315789473,606.2126315789473
1680,Fluctuating,85.0,94.0,47.0,7.0,EDGE,EDGE,954.8000000000001,905.9835294117647,954.8000000000001,954.8000000000001
1681,Fluctuating,74.0,76.0,32.0,1.0,EDGE,EDGE,118.4,205.38810810810813,118.4,118.4
1682,Fluctuating,76.0,91.0,75.0,6.0,CLOUD,CLOUD,1020.0,860.578947368421,860.578947368421,860.578947368421
1683,Fluctuating,47.0,91.0,74.0,2.0,CLOUD,CLOUD,337.59999999999997,477.3455319148936,477.3455319148936,477.3455319148936
1684,Fluctuating,49.0,97.0,78.0,5.0,CLOUD,CLOUD,868.0,1028.926530612245,1028.926530612245,1028.926530612245
1685,Fluctuating,69.0,96.0,35.0,9.0,CLOUD,CLOUD,1098.0,1332.0782608695654,1332.0782608695654,1332.0782608695654
1686,Fluctuating,79.0,41.0,45.0,8.0,EDGE,CLOUD,1072.0,1025.526582278481,1072.0,1025.526582278481
1687,Fluctuating,80.0,39.0,73.0,9.0,CLOUD,CLOUD,1508.3999999999999,1145.28,1145.28,1145.28
1688,Fluctuating,77.0,69.0,69.0,1.0,EDGE,EDGE,162.8,195.6561038961039,162.8,162.8
1689,Fluctuating,61.0,98.0,79.0,1.0,CLOUD,CLOUD,174.8,252.30754098360657,252.30754098360657,252.30754098360657
1690,Fluctuating,70.0,88.0,62.0,8.0,CLOUD,CLOUD,1235.2,1182.1257142857144,1182.1257142857144,1182.1257142857144
1691,Fluctuating,76.0,72.0,56.0,6.0,CLOUD,CLOUD,883.2,837.0189473684211,837.0189473684211,837.0189473684211
1692,Fluctuating,58.0,67.0,40.0,1.0,EDGE,EDGE,128.0,226.5310344827586,128.0,128.0
1693,Fluctuating,84.0,68.0,76.0,10.0,CLOUD,CLOUD,1712.0,1250.7809523809524,1250.7809523809524,1250.7809523809524
1694,Fluctuating,56.0,37.0,70.0,8.0,CLOUD,CLOUD,1312.0,1362.2571428571428,1362.2571428571428,1362.2571428571428
1695,Fluctuating,77.0,51.0,66.0,1.0,EDGE,EDGE,159.2,177.5361038961039,159.2,159.2
1696,Fluctuating,82.0,67.0,77.0,10.0,CLOUD,CLOUD,1724.0000000000002,1273.4097560975608,1273.4097560975608,1273.4097560975608
1697,Fluctuating,41.0,66.0,61.0,2.0,EDGE,EDGE,306.4,501.1239024390244,306.4,306.4
1698,Fluctuating,48.0,94.0,34.0,5.0,EDGE,EDGE,604.0,1034.1333333333334,604.0,604.0
1699,Fluctuating,56.0,46.0,69.0,5.0,EDGE,CLOUD,814.0,874.0857142857143,814.0,874.0857142857143
1700,Fluctuating,57.0,62.0,30.0,2.0,EDGE,EDGE,232.0,385.1017543859649,232.0,232.0
1701,Fluctuating,78.0,52.0,67.0,3.0,EDGE,EDGE,481.2,427.7323076923077,481.2,481.2
1702,Fluctuating,82.0,87.0,53.0,3.0,EDGE,EDGE,430.79999999999995,446.0429268292683,430.79999999999995,430.79999999999995
1703,Fluctuating,56.0,60.0,61.0,3.0,EDGE,EDGE,459.6,555.8914285714286,459.6,459.6
1704,Fluctuating,73.0,34.0,51.0,2.0,EDGE,EDGE,282.40000000000003,297.25808219178083,282.40000000000003,282.40000000000003
1705,Fluctuating,49.0,49.0,61.0,7.0,EDGE,CLOUD,1072.4,1348.9371428571428,1072.4,1348.9371428571428
1706,Fluctuating,89.0,79.0,45.0,8.0,CLOUD,CLOUD,1072.0,972.5011235955055,972.5011235955055,972.5011235955055
1707,Fluctuating,86.0,51.0,43.0,10.0,CLOUD,CLOUD,1316.0,1198.4325581395349,1198.4325581395349,1198.4325581395349
1708,Fluctuating,86.0,74.0,33.0,5.0,EDGE,EDGE,598.0,645.7162790697674,598.0,598.0
1709,Fluctuating,88.0,44.0,33.0,3.0,EDGE,EDGE,358.8,380.68727272727267,358.8,358.8
1710,Fluctuating,69.0,81.0,60.0,5.0,CLOUD,CLOUD,760.0,772.7101449275362,772.7101449275362,772.7101449275362
1711,Fluctuating,70.0,98.0,44.0,7.0,EDGE,EDGE,929.6000000000001,1050.32,929.6000000000001,929.6000000000001
1712,Fluctuating,83.0,79.0,60.0,5.0,CLOUD,CLOUD,760.0,672.9277108433735,672.9277108433735,672.9277108433735
1713,Fluctuating,49.0,97.0,57.0,1.0,EDGE,EDGE,148.4,282.54530612244895,148.4,148.4
1714,Fluctuating,58.0,87.0,54.0,6.0,CLOUD,CLOUD,868.8000000000001,1047.5462068965517,1047.5462068965517,1047.5462068965517
1715,Fluctuating,73.0,35.0,36.0,9.0,EDGE,CLOUD,1108.8,1214.2613698630137,1108.8,1214.2613698630137
1716,Fluctuating,80.0,75.0,57.0,10.0,CLOUD,CLOUD,1484.0,1297.8,1297.8,1297.8
1717,Fluctuating,81.0,64.0,51.0,5.0,CLOUD,CLOUD,706.0,668.0271604938272,668.0271604938272,668.0271604938272
1718,Fluctuating,57.0,42.0,46.0,10.0,EDGE,CLOUD,1352.0,1663.9087719298245,1352.0,1663.9087719298245
1719,Fluctuating,65.0,89.0,79.0,4.0,CLOUD,CLOUD,699.2,673.9476923076924,673.9476923076924,673.9476923076924
1720,Fluctuating,86.0,54.0,63.0,6.0,CLOUD,CLOUD,933.6,747.2595348837209,747.2595348837209,747.2595348837209
1721,Fluctuating,83.0,53.0,50.0,9.0,CLOUD,CLOUD,1260.0,1118.4698795180723,1118.4698795180723,1118.4698795180723
1722,Fluctuating,40.0,31.0,34.0,1.0,EDGE,EDGE,120.8,252.36,120.8,120.8
1723,Fluctuating,66.0,42.0,63.0,2.0,EDGE,EDGE,311.2,329.46424242424246,311.2,311.2
1724,Fluctuating,83.0,87.0,52.0,4.0,EDGE,EDGE,569.6,560.8621686746989,569.6,569.6
1725,Fluctuating,86.0,66.0,46.0,4.0,EDGE,EDGE,540.8,525.453023255814,540.8,540.8
1726,Fluctuating,42.0,33.0,69.0,2.0,EDGE,EDGE,325.6,459.4723809523809,325.6,325.6
1727,Fluctuating,43.0,57.0,68.0,2.0,EDGE,EDGE,323.2,474.53302325581393,323.2,323.2
1728,Fluctuating,85.0,45.0,35.0,10.0,EDGE,CLOUD,1220.0,1200.1764705882351,1220.0,1200.1764705882351
1729,Fluctuating,48.0,78.0,72.0,10.0,CLOUD,CLOUD,1664.0,1973.4666666666667,1973.4666666666667,1973.4666666666667
1730,Fluctuating,51.0,44.0,74.0,3.0,EDGE,CLOUD,506.4,583.4682352941176,506.4,583.4682352941176
1731,Fluctuating,56.0,67.0,59.0,2.0,EDGE,EDGE,301.6,397.4342857142857,301.6,301.6
1732,Fluctuating,80.0,88.0,47.0,7.0,EDGE,EDGE,954.8000000000001,941.1600000000001,954.8000000000001,954.8000000000001
1733,Fluctuating,84.0,71.0,46.0,3.0,EDGE,EDGE,405.59999999999997,422.23428571428576,405.59999999999997,405.59999999999997
1734,Fluctuating,89.0,39.0,47.0,1.0,EDGE,EDGE,136.4,150.7676404494382,136.4,136.4
1735,Fluctuating,64.0,79.0,51.0,1.0,EDGE,EDGE,141.20000000000002,226.04,141.20000000000002,141.20000000000002
1736,Fluctuating,56.0,63.0,41.0,8.0,CLOUD,CLOUD,1033.6,1378.977142857143,1378.977142857143,1378.977142857143
1737,Fluctuating,44.0,92.0,42.0,10.0,CLOUD,CLOUD,1304.0,2126.981818181818,2126.981818181818,2126.981818181818
1738,Fluctuating,65.0,52.0,71.0,8.0,CLOUD,CLOUD,1321.6,1219.3353846153848,1219.3353846153848,1219.3353846153848
1739,Fluctuating,46.0,48.0,64.0,7.0,EDGE,CLOUD,1097.6,1423.3113043478263,1097.6,1423.3113043478263
1740,Fluctuating,53.0,43.0,58.0,5.0,EDGE,CLOUD,748.0,909.3169811320755,748.0,909.3169811320755
1741,Fluctuating,46.0,34.0,34.0,2.0,EDGE,EDGE,241.6,424.5460869565218,241.6,241.6
1742,Fluctuating,76.0,62.0,79.0,8.0,CLOUD,CLOUD,1398.4,1089.3852631578948,1089.3852631578948,1089.3852631578948
1743,Fluctuating,41.0,93.0,39.0,1.0,EDGE,EDGE,126.8,309.6819512195122,126.8,126.8
1744,Fluctuating,42.0,79.0,47.0,3.0,EDGE,EDGE,409.20000000000005,716.0685714285714,409.20000000000005,409.20000000000005
1745,Fluctuating,84.0,72.0,55.0,10.0,CLOUD,CLOUD,1460.0000000000002,1246.3809523809523,1246.3809523809523,1246.3809523809523
1746,Fluctuating,40.0,95.0,75.0,8.0,CLOUD,CLOUD,1360.0,1879.0,1879.0,1879.0
1747,Fluctuating,70.0,85.0,55.0,2.0,EDGE,EDGE,292.0,357.97142857142853,292.0,292.0
1748,Fluctuating,74.0,58.0,30.0,7.0,EDGE,EDGE,812.0,963.1567567567567,812.0,812.0
1749,Fluctuating,84.0,91.0,37.0,10.0,CLOUD,CLOUD,1244.0,1258.1809523809522,1258.1809523809522,1258.1809523809522
1750,Fluctuating,74.0,75.0,51.0,5.0,CLOUD,CLOUD,706.0,725.7405405405406,725.7405405405406,725.7405405405406
1751,Fluctuating,65.0,37.0,70.0,2.0,EDGE,EDGE,328.0,328.7538461538462,328.0,328.0
1752,Fluctuating,63.0,98.0,51.0,2.0,EDGE,EDGE,282.40000000000003,396.04825396825396,282.40000000000003,282.40000000000003
1753,Fluctuating,69.0,67.0,71.0,4.0,CLOUD,CLOUD,660.8,622.128115942029,622.128115942029,622.128115942029
1754,Fluctuating,51.0,100.0,32.0,7.0,EDGE,EDGE,828.8,1346.9992156862747,828.8,828.8
1755,Fluctuating,82.0,54.0,49.0,7.0,EDGE,EDGE,971.5999999999999,890.6468292682928,971.5999999999999,971.5999999999999
1756,Fluctuating,46.0,75.0,61.0,2.0,EDGE,EDGE,306.4,467.70608695652174,306.4,306.4
1757,Fluctuating,80.0,86.0,77.0,4.0,CLOUD,CLOUD,689.6000000000001,578.3199999999999,578.3199999999999,578.3199999999999
1758,Fluctuating,48.0,34.0,42.0,1.0,EDGE,EDGE,130.39999999999998,222.34666666666666,130.39999999999998,130.39999999999998
1759,Fluctuating,86.0,60.0,61.0,7.0,CLOUD,CLOUD,1072.4,868.2427906976745,868.2427906976745,868.2427906976745
1760,Fluctuating,44.0,99.0,71.0,5.0,CLOUD,CLOUD,826.0,1122.290909090909,1122.290909090909,1122.290909090909
1761,Fluctuating,71.0,98.0,58.0,1.0,EDGE,EDGE,149.6,232.99605633802815,149.6,149.6
1762,Fluctuating,42.0,73.0,33.0,6.0,EDGE,EDGE,717.6,1343.777142857143,717.6,717.6
1763,Fluctuating,90.0,35.0,55.0,2.0,EDGE,EDGE,292.0,257.1777777777778,292.0,292.0
1764,Fluctuating,53.0,96.0,59.0,9.0,CLOUD,CLOUD,1357.2,1655.7305660377358,1655.7305660377358,1655.7305660377358
1765,Fluctuating,49.0,59.0,34.0,1.0,EDGE,EDGE,120.8,243.625306122449,120.8,120.8
1766,Fluctuating,87.0,48.0,61.0,1.0,EDGE,EDGE,153.2,162.39402298850575,153.2,153.2
1767,Fluctuating,70.0,35.0,45.0,3.0,EDGE,EDGE,402.0,443.25714285714287,402.0,402.0
1768,Fluctuating,40.0,52.0,70.0,1.0,EDGE,EDGE,164.0,274.8,164.0,164.0
1769,Fluctuating,59.0,42.0,59.0,10.0,CLOUD,CLOUD,1508.0,1621.5322033898303,1621.5322033898303,1621.5322033898303
1770,Fluctuating,50.0,38.0,36.0,2.0,EDGE,EDGE,246.4,400.88,246.4,246.4
1771,Fluctuating,71.0,58.0,34.0,4.0,EDGE,EDGE,483.2,594.1442253521127,483.2,483.2
1772,Fluctuating,67.0,73.0,77.0,7.0,CLOUD,CLOUD,1206.8000000000002,1070.380895522388,1070.380895522388,1070.380895522388
1773,Fluctuating,60.0,45.0,73.0,10.0,CLOUD,CLOUD,1675.9999999999998,1607.5333333333333,1607.5333333333333,1607.5333333333333
1774,Fluctuating,74.0,47.0,50.0,4.0,EDGE,EDGE,560.0,567.4324324324325,560.0,560.0
1775,Fluctuating,88.0,35.0,67.0,3.0,EDGE,EDGE,481.2,375.7672727272727,481.2,481.2
1776,Fluctuating,61.0,38.0,37.0,5.0,EDGE,EDGE,622.0,801.1377049180327,622.0,622.0
1777,Fluctuating,49.0,83.0,40.0,6.0,EDGE,EDGE,768.0,1192.1918367346939,768.0,768.0
1778,Fluctuating,75.0,51.0,58.0,4.0,EDGE,EDGE,598.4,566.9466666666667,598.4,598.4
1779,Fluctuating,77.0,35.0,38.0,2.0,EDGE,EDGE,251.20000000000002,285.83220779220784,251.20000000000002,251.20000000000002
1780,Fluctuating,90.0,78.0,79.0,3.0,CLOUD,CLOUD,524.4,414.14666666666665,414.14666666666665,414.14666666666665
1781,Fluctuating,41.0,92.0,35.0,1.0,EDGE,EDGE,122.0,308.5219512195122,122.0,122.0
1782,Fluctuating,40.0,52.0,35.0,10.0,CLOUD,CLOUD,1220.0,2266.0,2266.0,2266.0
1783,Fluctuating,58.0,83.0,74.0,8.0,CLOUD,CLOUD,1350.3999999999999,1370.128275862069,1370.128275862069,1370.128275862069
1784,Fluctuating,84.0,46.0,43.0,3.0,EDGE,EDGE,394.8,396.87428571428575,394.8,394.8
1785,Fluctuating,80.0,64.0,63.0,8.0,CLOUD,CLOUD,1244.8,1044.1599999999999,1044.1599999999999,1044.1599999999999
1786,Fluctuating,66.0,60.0,41.0,10.0,CLOUD,CLOUD,1292.0,1488.5212121212123,1488.5212121212123,1488.5212121212123
1787,Fluctuating,84.0,34.0,68.0,3.0,EDGE,EDGE,484.8,387.87428571428575,484.8,484.8
1788,Fluctuating,85.0,93.0,69.0,2.0,EDGE,EDGE,325.6,326.75529411764705,325.6,325.6
1789,Fluctuating,80.0,68.0,52.0,7.0,CLOUD,CLOUD,996.8000000000001,922.56,922.56,922.56
1790,Fluctuating,40.0,60.0,42.0,2.0,EDGE,EDGE,260.79999999999995,503.36,260.79999999999995,260.79999999999995
1791,Fluctuating,73.0,42.0,69.0,6.0,EDGE,CLOUD,976.8000000000001,836.0942465753424,976.8000000000001,836.0942465753424
1792,Fluctuating,88.0,99.0,62.0,4.0,EDGE,EDGE,617.6,552.5563636363636,617.6,617.6
1793,Fluctuating,69.0,56.0,47.0,1.0,EDGE,EDGE,136.4,193.82202898550725,136.4,136.4
1794,Fluctuating,52.0,44.0,80.0,3.0,EDGE,CLOUD,528.0,575.1384615384616,528.0,575.1384615384616
1795,Fluctuating,83.0,90.0,61.0,3.0,EDGE,EDGE,459.6,446.4766265060241,459.6,459.6
1796,Fluctuating,50.0,35.0,33.0,6.0,EDGE,EDGE,717.6,1122.92,717.6,717.6
1797,Fluctuating,58.0,56.0,57.0,5.0,CLOUD,CLOUD,742.0,857.0551724137931,857.0551724137931,857.0551724137931
1798,Fluctuating,61.0,88.0,32.0,2.0,EDGE,EDGE,236.8,392.85508196721315,236.8,236.8
1799,Fluctuating,87.0,36.0,64.0,3.0,EDGE,EDGE,470.4,379.5420689655172,470.4,470.4
1800,Fluctuating,50.0,33.0,61.0,9.0,CLOUD,CLOUD,1378.8,1674.96,1674.96,1674.96
1801,Fluctuating,47.0,39.0,45.0,8.0,EDGE,CLOUD,1072.0,1575.1021276595745,1072.0,1575.1021276595745
1802,Fluctuating,77.0,71.0,56.0,4.0,EDGE,EDGE,588.8000000000001,575.5444155844157,588.8000000000001,588.8000000000001
1803,Fluctuating,87.0,71.0,44.0,2.0,EDGE,EDGE,265.6,298.4280459770115,265.6,265.6
1804,Fluctuating,60.0,59.0,36.0,4.0,EDGE,EDGE,492.8,678.0933333333334,492.8,492.8
1805,Fluctuating,87.0,82.0,42.0,7.0,EDGE,EDGE,912.8,877.4381609195402,912.8,912.8
1806,Fluctuating,54.0,39.0,60.0,10.0,CLOUD,CLOUD,1520.0,1744.4814814814813,1744.4814814814813,1744.4814814814813
1807,Fluctuating,71.0,36.0,57.0,3.0,EDGE,EDGE,445.2,440.86816901408446,445.2,445.2
1808,Fluctuating,53.0,88.0,41.0,7.0,EDGE,EDGE,904.4,1296.0837735849057,904.4,904.4
1809,Fluctuating,63.0,47.0,59.0,4.0,EDGE,EDGE,603.2,644.376507936508,603.2,603.2
1810,Fluctuating,80.0,75.0,47.0,4.0,EDGE,EDGE,545.6,562.52,545.6,545.6
1811,Fluctuating,61.0,46.0,32.0,10.0,EDGE,CLOUD,1184.0,1570.2754098360654,1184.0,1570.2754098360654
1812,Fluctuating,43.0,65.0,38.0,2.0,EDGE,EDGE,251.20000000000002,480.13302325581395,251.20000000000002,251.20000000000002
1813,Fluctuating,69.0,88.0,56.0,3.0,EDGE,EDGE,441.6,502.5460869565218,441.6,441.6
1814,Fluctuating,88.0,73.0,44.0,5.0,EDGE,EDGE,664.0,636.3454545454545,664.0,664.0
1815,Fluctuating,78.0,50.0,80.0,10.0,CLOUD,CLOUD,1760.0000000000002,1307.6410256410256,1307.6410256410256,1307.6410256410256
1816,Fluctuating,50.0,100.0,44.0,2.0,EDGE,EDGE,265.6,463.52,265.6,265.6
1817,Fluctuating,66.0,96.0,61.0,4.0,EDGE,EDGE,612.8,670.6084848484849,612.8,612.8
1818,Fluctuating,77.0,90.0,59.0,5.0,CLOUD,CLOUD,754.0,721.2805194805194,721.2805194805194,721.2805194805194
1819,Fluctuating,40.0,84.0,77.0,4.0,CLOUD,CLOUD,689.6000000000001,976.3199999999999,976.3199999999999,976.3199999999999
1820,Fluctuating,55.0,71.0,57.0,10.0,CLOUD,CLOUD,1484.0,1748.3454545454545,1748.3454545454545,1748.3454545454545
1821,Fluctuating,54.0,49.0,66.0,1.0,EDGE,EDGE,159.2,219.78814814814814,159.2,159.2
1822,Fluctuating,66.0,35.0,32.0,8.0,EDGE,CLOUD,947.2,1174.9369696969698,947.2,1174.9369696969698
1823,Fluctuating,86.0,94.0,32.0,7.0,EDGE,EDGE,828.8,894.1227906976745,828.8,828.8
1824,Fluctuating,73.0,80.0,60.0,2.0,EDGE,EDGE,304.0,343.97808219178086,304.0,304.0
1825,Fluctuating,68.0,93.0,45.0,2.0,EDGE,EDGE,268.0,371.8941176470588,268.0,268.0
1826,Fluctuating,75.0,31.0,74.0,7.0,CLOUD,CLOUD,1181.6,938.3866666666668,938.3866666666668,938.3866666666668
1827,Fluctuating,53.0,46.0,52.0,5.0,EDGE,CLOUD,712.0,911.1169811320755,712.0,911.1169811320755
1828,Fluctuating,55.0,41.0,31.0,8.0,EDGE,CLOUD,937.5999999999999,1374.5563636363636,937.5999999999999,1374.5563636363636
1829,Fluctuating,82.0,69.0,40.0,8.0,CLOUD,CLOUD,1024.0,1022.2878048780487,1022.2878048780487,1022.2878048780487
1830,Fluctuating,76.0,33.0,59.0,8.0,CLOUD,CLOUD,1206.4,1053.9852631578947,1053.9852631578947,1053.9852631578947
1831,Fluctuating,89.0,47.0,75.0,7.0,CLOUD,CLOUD,1190.0,837.2134831460673,837.2134831460673,837.2134831460673
1832,Fluctuating,51.0,77.0,70.0,8.0,CLOUD,CLOUD,1312.0,1514.301960784314,1514.301960784314,1514.301960784314
1833,Fluctuating,85.0,30.0,70.0,2.0,EDGE,EDGE,328.0,263.83529411764704,328.0,328.0
1834,Fluctuating,64.0,72.0,63.0,1.0,EDGE,EDGE,155.6,219.51999999999998,155.6,155.6
1835,Fluctuating,58.0,84.0,78.0,5.0,CLOUD,CLOUD,868.0,889.2551724137932,889.2551724137932,889.2551724137932
1836,Fluctuating,84.0,99.0,66.0,4.0,EDGE,EDGE,636.8,570.5123809523809,636.8,636.8
1837,Fluctuating,90.0,40.0,69.0,6.0,EDGE,CLOUD,976.8000000000001,709.8933333333334,976.8000000000001,709.8933333333334
1838,Fluctuating,87.0,37.0,62.0,6.0,EDGE,CLOUD,926.4,723.6041379310344,926.4,723.6041379310344
1839,Fluctuating,43.0,44.0,54.0,6.0,EDGE,CLOUD,868.8000000000001,1293.2390697674418,868.8000000000001,1293.2390697674418
1840,Fluctuating,69.0,35.0,53.0,6.0,EDGE,CLOUD,861.5999999999999,863.3721739130435,861.5999999999999,863.3721739130435
1841,Fluctuating,51.0,38.0,65.0,4.0,EDGE,EDGE,632.0,755.8509803921569,632.0,632.0
1842,Fluctuating,48.0,72.0,45.0,9.0,CLOUD,CLOUD,1206.0,1768.2,1768.2,1768.2
1843,Fluctuating,47.0,91.0,77.0,10.0,CLOUD,CLOUD,1724.0000000000002,2023.927659574468,2023.927659574468,2023.927659574468
1844,Fluctuating,84.0,56.0,78.0,4.0,CLOUD,CLOUD,694.4,529.432380952381,529.432380952381,529.432380952381
1845,Fluctuating,60.0,75.0,47.0,9.0,CLOUD,CLOUD,1227.6000000000001,1471.92,1471.92,1471.92
1846,Fluctuating,83.0,84.0,47.0,1.0,EDGE,EDGE,136.4,202.2655421686747,136.4,136.4
1847,Fluctuating,44.0,77.0,52.0,8.0,CLOUD,CLOUD,1139.2,1708.1854545454546,1708.1854545454546,1708.1854545454546
1848,Fluctuating,71.0,94.0,63.0,2.0,EDGE,EDGE,311.2,364.3921126760563,311.2,311.2
1849,Fluctuating,70.0,98.0,73.0,9.0,CLOUD,CLOUD,1508.3999999999999,1332.8514285714284,1332.8514285714284,1332.8514285714284
1850,Fluctuating,58.0,87.0,69.0,6.0,CLOUD,CLOUD,976.8000000000001,1051.1462068965518,1051.1462068965518,1051.1462068965518
1851,Fluctuating,83.0,38.0,42.0,8.0,EDGE,CLOUD,1043.1999999999998,982.5243373493977,1043.1999999999998,982.5243373493977
1852,Fluctuating,45.0,40.0,55.0,3.0,EDGE,EDGE,438.00000000000006,639.9333333333334,438.00000000000006,438.00000000000006
1853,Fluctuating,58.0,39.0,36.0,3.0,EDGE,EDGE,369.6,517.1131034482759,369.6,369.6
1854,Fluctuating,57.0,44.0,74.0,3.0,EDGE,CLOUD,506.4,533.9326315789474,506.4,533.9326315789474
1855,Fluctuating,71.0,49.0,43.0,9.0,EDGE,CLOUD,1184.4,1258.5645070422534,1184.4,1258.5645070422534
1856,Fluctuating,80.0,32.0,48.0,7.0,EDGE,EDGE,963.1999999999999,885.44,963.1999999999999,963.1999999999999
1857,Fluctuating,83.0,99.0,38.0,8.0,CLOUD,CLOUD,1004.8000000000001,1042.2443373493977,1042.2443373493977,1042.2443373493977
1858,Fluctuating,62.0,83.0,58.0,1.0,EDGE,EDGE,149.6,234.35225806451612,149.6,149.6
1859,Fluctuating,58.0,54.0,34.0,1.0,EDGE,EDGE,120.8,213.29103448275862,120.8,120.8
1860,Fluctuating,54.0,96.0,71.0,6.0,CLOUD,CLOUD,991.1999999999999,1121.9288888888889,1121.9288888888889,1121.9288888888889
1861,Fluctuating,66.0,73.0,71.0,6.0,CLOUD,CLOUD,991.1999999999999,937.3127272727272,937.3127272727272,937.3127272727272
1862,Fluctuating,71.0,97.0,65.0,8.0,CLOUD,CLOUD,1264.0,1179.2084507042255,1179.2084507042255,1179.2084507042255
1863,Fluctuating,69.0,68.0,66.0,3.0,EDGE,EDGE,477.6,483.74608695652176,477.6,477.6
1864,Fluctuating,90.0,69.0,40.0,5.0,EDGE,EDGE,640.0,621.4444444444443,640.0,640.0
1865,Fluctuating,54.0,91.0,53.0,5.0,CLOUD,CLOUD,718.0,942.3407407407407,942.3407407407407,942.3407407407407
1866,Fluctuating,89.0,36.0,39.0,6.0,EDGE,EDGE,760.8,704.6858426966293,760.8,760.8
1867,Fluctuating,58.0,88.0,40.0,10.0,CLOUD,CLOUD,1280.0,1683.3103448275863,1683.3103448275863,1683.3103448275863
1868,Fluctuating,50.0,98.0,48.0,3.0,EDGE,EDGE,412.8,643.76,412.8,412.8
1869,Fluctuating,51.0,49.0,40.0,4.0,EDGE,EDGE,512.0,762.8509803921569,512.0,512.0
1870,Fluctuating,47.0,35.0,50.0,10.0,EDGE,CLOUD,1400.0,1957.127659574468,1400.0,1957.127659574468
1871,Fluctuating,48.0,86.0,46.0,6.0,EDGE,EDGE,811.1999999999999,1217.04,811.1999999999999,811.1999999999999
1872,Fluctuating,51.0,56.0,65.0,1.0,EDGE,EDGE,158.0,235.46274509803922,158.0,158.0
1873,Fluctuating,82.0,70.0,52.0,3.0,EDGE,EDGE,427.2,428.9229268292683,427.2,427.2
1874,Fluctuating,63.0,87.0,64.0,3.0,EDGE,EDGE,470.4,535.6323809523809,470.4,470.4
1875,Fluctuating,74.0,68.0,37.0,1.0,EDGE,EDGE,124.39999999999999,197.58810810810812,124.39999999999999,124.39999999999999
1876,Fluctuating,65.0,93.0,79.0,3.0,CLOUD,CLOUD,524.4,531.7107692307692,531.7107692307692,531.7107692307692
1877,Fluctuating,69.0,70.0,39.0,1.0,EDGE,EDGE,126.8,207.50202898550725,126.8,126.8
1878,Fluctuating,87.0,99.0,62.0,6.0,CLOUD,CLOUD,926.4,785.6041379310344,785.6041379310344,785.6041379310344
1879,Fluctuating,81.0,67.0,60.0,5.0,CLOUD,CLOUD,760.0,672.8271604938271,672.8271604938271,672.8271604938271
1880,Fluctuating,88.0,48.0,66.0,8.0,CLOUD,CLOUD,1273.6,956.3927272727273,956.3927272727273,956.3927272727273
1881,Fluctuating,61.0,44.0,76.0,8.0,CLOUD,CLOUD,1369.6000000000001,1277.5003278688525,1277.5003278688525,1277.5003278688525
1882,Fluctuating,42.0,47.0,73.0,9.0,CLOUD,CLOUD,1508.3999999999999,1967.5657142857142,1967.5657142857142,1967.5657142857142
1883,Fluctuating,47.0,69.0,31.0,7.0,EDGE,EDGE,820.3999999999999,1409.1693617021276,820.3999999999999,820.3999999999999
1884,Fluctuating,79.0,58.0,58.0,6.0,CLOUD,CLOUD,897.5999999999999,799.5149367088609,799.5149367088609,799.5149367088609
1885,Fluctuating,45.0,71.0,33.0,10.0,CLOUD,CLOUD,1196.0,2061.9777777777776,2061.9777777777776,2061.9777777777776
1886,Fluctuating,81.0,54.0,67.0,9.0,CLOUD,CLOUD,1443.6,1147.0088888888888,1147.0088888888888,1147.0088888888888
1887,Fluctuating,54.0,65.0,42.0,1.0,EDGE,EDGE,130.39999999999998,234.82814814814816,130.39999999999998,130.39999999999998
