Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB
1770,Fluctuating,50,38,36,2
1771,Fluctuating,71,58,34,4
1772,Fluctuating,67,73,77,7
1773,Fluctuating,60,45,73,10
1774,Fluctuating,74,47,50,4
1775,Fluctuating,88,35,67,3
1776,Fluctuating,61,38,37,5
1777,Fluctuating,49,83,40,6
1778,Fluctuating,75,51,58,4
1779,Fluctuating,77,35,38,2
1780,Fluctuating,90,78,79,3
1781,Fluctuating,41,92,35,1
1782,Fluctuating,40,52,35,10
1783,Fluctuating,58,83,74,8
1784,Fluctuating,84,46,43,3
1785,Fluctuating,80,64,63,8
1786,Fluctuating,66,60,41,10
1787,Fluctuating,84,34,68,3
1788,Fluctuating,85,93,69,2
1789,Fluctuating,80,68,52,7
1790,Fluctuating,40,60,42,2
1791,Fluctuating,73,42,69,6
1792,Fluctuating,88,99,62,4
1793,Fluctuating,69,56,47,1
1794,Fluctuating,52,44,80,3
1795,Fluctuating,83,90,61,3
1796,Fluctuating,50,35,33,6
1797,Fluctuating,58,56,57,5
1798,Fluctuating,61,88,32,2
1799,Fluctuating,87,36,64,3
1800,Fluctuating,50,33,61,9
1801,Fluctuating,47,39,45,8
1802,Fluctuating,77,71,56,4
1803,Fluctuating,87,71,44,2
1804,Fluctuating,60,59,36,4
1805,Fluctuating,87,82,42,7
1806,Fluctuating,54,39,60,10
1807,Fluctuating,71,36,57,3
1808,Fluctuating,53,88,41,7
1809,Fluctuating,63,47,59,4
1810,Fluctuating,80,75,47,4
1811,Fluctuating,61,46,32,10
1812,Fluctuating,43,65,38,2
1813,Fluctuating,69,88,56,3
1814,Fluctuating,88,73,44,5
1815,Fluctuating,78,50,80,10
1816,Fluctuating,50,100,44,2
1817,Fluctuating,66,96,61,4
1818,Fluctuating,77,90,59,5
1819,Fluctuating,40,84,77,4
1820,Fluctuating,55,71,57,10
1821,Fluctuating,54,49,66,1
1822,Fluctuating,66,35,32,8
1823,Fluctuating,86,94,32,7
1824,Fluctuating,73,80,60,2
1825,Fluctuating,68,93,45,2
1826,Fluctuating,75,31,74,7
1827,Fluctuating,53,46,52,5
1828,Fluctuating,55,41,31,8
1829,Fluctuating,82,69,40,8
1830,Fluctuating,76,33,59,8
1831,Fluctuating,89,47,75,7
1832,Fluctuating,51,77,70,8
1833,Fluctuating,85,30,70,2
1834,Fluctuating,64,72,63,1
1835,Fluctuating,58,84,78,5
1836,Fluctuating,84,99,66,4
1837,Fluctuating,90,40,69,6
1838,Fluctuating,87,37,62,6
1839,Fluctuating,43,44,54,6
1840,Fluctuating,69,35,53,6
1841,Fluctuating,51,38,65,4
1842,Fluctuating,48,72,45,9
1843,Fluctuating,47,91,77,10
1844,Fluctuating,84,56,78,4
1845,Fluctuating,60,75,47,9
1846,Fluctuating,83,84,47,1
1847,Fluctuating,44,77,52,8
1848,Fluctuating,71,94,63,2
1849,Fluctuating,70,98,73,9
1850,Fluctuating,58,87,69,6
1851,Fluctuating,83,38,42,8
1852,Fluctuating,45,40,55,3
1853,Fluctuating,58,39,36,3
1854,Fluctuating,57,44,74,3
1855,Fluctuating,71,49,43,9
1856,Fluctuating,80,32,48,7
1857,Fluctuating,83,99,38,8
1858,Fluctuating,62,83,58,1
1859,Fluctuating,58,54,34,1
1860,Fluctuating,54,96,71,6
1861,Fluctuating,66,73,71,6
1862,Fluctuating,71,97,65,8
1863,Fluctuating,69,68,66,3
1864,Fluctuating,90,69,40,5
1865,Fluctuating,54,91,53,5
1866,Fluctuating,89,36,39,6
1867,Fluctuating,58,88,40,10
1868,Fluctuating,50,98,48,3
1869,Fluctuating,51,49,40,4
1870,Fluctuating,47,35,50,10
1871,Fluctuating,48,86,46,6
1872,Fluctuating,51,56,65,1
1873,Fluctuating,82,70,52,3
1874,Fluctuating,63,87,64,3
1875,Fluctuating,74,68,37,1
1876,Fluctuating,65,93,79,3
1877,Fluctuating,69,70,39,1
1878,Fluctuating,87,99,62,6
1879,Fluctuating,81,67,60,5
1880,Fluctuating,88,48,66,8
1881,Fluctuating,61,44,76,8
1882,Fluctuating,42,47,73,9
1883,Fluctuating,47,69,31,7
1884,Fluctuating,79,58,58,6
1885,Fluctuating,45,71,33,10
1886,Fluctuating,81,54,67,9
1887,Fluctuating,54,65,42,1
1888,Fluctuating,45,98,58,2
1889,Fluctuating,72,80,42,8
1890,Fluctuating,60,95,33,6
1891,Fluctuating,65,48,75,7
1892,Fluctuating,63,79,53,1
1893,Fluctuating,58,74,52,5
1894,Fluctuating,68,41,43,8
1895,Fluctuating,87,83,58,5
1896,Fluctuating,50,84,76,7
1897,Fluctuating,48,41,39,4
1898,Fluctuating,59,90,63,6
1899,Fluctuating,44,78,35,1
1900,Fluctuating,66,64,56,3
1901,Fluctuating,75,89,75,10
1902,Fluctuating,88,47,42,3
1903,Fluctuating,64,67,65,8
1904,Fluctuating,42,68,67,5
1905,Fluctuating,71,89,44,1
1906,Fluctuating,90,30,39,5
1907,Fluctuating,59,90,37,5
1908,Fluctuating,66,52,61,4
1909,Fluctuating,41,45,78,5
1910,Fluctuating,71,38,68,6
1911,Fluctuating,77,91,66,7
1912,Fluctuating,56,90,74,2
1913,Fluctuating,63,95,76,10
1914,Fluctuating,41,63,40,10
1915,Fluctuating,43,48,50,8
1916,Fluctuating,84,47,52,3
1917,Fluctuating,43,64,53,7
1918,Fluctuating,80,75,33,5
1919,Fluctuating,58,97,70,2
1920,Fluctuating,72,54,79,3
1921,Fluctuating,88,42,68,3
1922,Fluctuating,74,71,50,5
1923,Fluctuating,57,76,36,9
1924,Fluctuating,77,75,39,1
1925,Fluctuating,48,96,48,6
1926,Fluctuating,89,92,56,6
1927,Fluctuating,50,43,43,3
1928,Fluctuating,72,58,42,9
1929,Fluctuating,79,97,64,9
1930,Fluctuating,84,44,56,8
1931,Fluctuating,44,44,38,1
1932,Fluctuating,70,74,49,6
1933,Fluctuating,48,86,68,9
1934,Fluctuating,88,73,41,5
1935,Fluctuating,41,45,44,3
1936,Fluctuating,84,48,74,4
1937,Fluctuating,59,46,43,3
1938,Fluctuating,45,84,74,2
1939,Fluctuating,44,32,79,8
1940,Fluctuating,88,85,32,4
1941,Fluctuating,46,34,80,9
1942,Fluctuating,77,37,60,2
1943,Fluctuating,56,35,34,5
1944,Fluctuating,82,31,78,2
1945,Fluctuating,90,45,68,4
1946,Fluctuating,77,55,41,6
1947,Fluctuating,41,41,39,5
1948,Fluctuating,77,74,52,3
1949,Fluctuating,72,60,62,10
1950,Fluctuating,44,42,67,1
1951,Fluctuating,73,57,75,4
1952,Fluctuating,58,51,78,9
1953,Fluctuating,40,42,43,9
1954,Fluctuating,85,90,53,10
1955,Fluctuating,51,86,73,2
1956,Fluctuating,51,75,54,7
1957,Fluctuating,53,95,44,7
1958,Fluctuating,47,70,37,8
1959,Fluctuating,47,96,38,8
1960,Fluctuating,88,76,75,5
1961,Fluctuating,75,35,35,6
1962,Fluctuating,71,44,54,5
1963,Fluctuating,69,69,73,8
1964,Fluctuating,54,100,56,5
1965,Fluctuating,67,54,34,8
1966,Fluctuating,83,77,41,1
1967,Fluctuating,83,92,73,2
1968,Fluctuating,65,86,63,2
1969,Fluctuating,47,48,55,7
1970,Fluctuating,84,43,77,3
1971,Fluctuating,44,76,42,6
1972,Fluctuating,52,81,37,4
1973,Fluctuating,67,93,47,10
1974,Fluctuating,77,64,78,7
1975,Fluctuating,62,90,72,10
1976,Fluctuating,65,92,62,5
1977,Fluctuating,49,88,36,2
1978,Fluctuating,56,92,61,4
1979,Fluctuating,80,47,31,2
1980,Fluctuating,87,36,34,8
1981,Fluctuating,83,33,41,7
1982,Fluctuating,78,71,39,5
1983,Fluctuating,79,42,78,2
1984,Fluctuating,82,96,79,8
1985,Fluctuating,90,89,42,5
1986,Fluctuating,82,93,61,9
1987,Fluctuating,56,99,51,9
1988,Fluctuating,74,32,78,1
1989,Fluctuating,67,45,54,8
1990,Fluctuating,60,78,58,8
1991,Fluctuating,42,34,41,9
1992,Fluctuating,82,68,75,3
1993,Fluctuating,71,85,38,5
1994,Fluctuating,85,79,61,2
1995,Fluctuating,76,92,72,9
1996,Fluctuating,83,99,66,8
1997,Fluctuating,70,50,62,1
1998,Fluctuating,65,63,61,10
1999,Fluctuating,64,75,79,5
2000,Fluctuating,60,37,31,10
2001,Congested,11,152,83,6
2002,Congested,35,126,81,7
2003,Congested,13,229,82,6
2004,Congested,23,209,63,4
2005,Congested,17,180,79,10
2006,Congested,12,136,79,2
2007,Congested,20,163,61,9
2008,Congested,20,129,89,7
2009,Congested,28,227,77,1
2010,Congested,32,240,61,6
2011,Congested,22,219,80,10
2012,Congested,13,245,66,4
2013,Congested,20,247,92,6
2014,Congested,15,196,83,7
2015,Congested,16,247,64,9
2016,Congested,16,193,76,1
2017,Congested,19,222,74,10
2018,Congested,33,143,66,10
2019,Congested,20,189,64,10
2020,Congested,35,241,87,4
2021,Congested,21,139,79,9
2022,Congested,35,196,87,9
2023,Congested,20,171,86,7
2024,Congested,18,236,95,3
2025,Congested,38,124,93,3
2026,Congested,28,247,73,8
2027,Congested,18,231,63,9
2028,Congested,16,213,89,3
2029,Congested,17,158,79,7
2030,Congested,23,201,64,4
2031,Congested,37,225,77,5
2032,Congested,30,161,76,10
2033,Congested,17,223,75,2
2034,Congested,14,169,61,4
2035,Congested,35,199,89,8
2036,Congested,27,231,87,1
2037,Congested,16,160,77,3
2038,Congested,10,186,77,9
2039,Congested,15,130,91,1
2040,Congested,11,141,80,10
2041,Congested,19,136,86,6
2042,Congested,31,143,85,3
2043,Congested,17,148,92,2
2044,Congested,26,184,91,2
2045,Congested,17,151,80,6
2046,Congested,36,219,75,7
2047,Congested,16,156,66,3
2048,Congested,16,190,88,7
2049,Congested,18,134,91,9
2050,Congested,21,148,80,9
2051,Congested,23,241,75,5
2052,Congested,38,157,83,8
2053,Congested,32,214,79,1
2054,Congested,30,128,63,4
2055,Congested,18,218,79,6
2056,Congested,38,151,94,4
2057,Congested,37,233,84,1
2058,Congested,39,220,76,5
2059,Congested,12,180,79,4
2060,Congested,37,161,88,6
2061,Congested,38,224,62,5
2062,Congested,37,140,91,8
2063,Congested,33,225,81,7
2064,Congested,38,145,70,5
2065,Congested,26,136,82,7
2066,Congested,29,203,89,1
2067,Congested,34,133,71,8
2068,Congested,35,154,60,7
2069,Congested,16,198,80,10
2070,Congested,12,148,70,4
2071,Congested,26,153,86,6
2072,Congested,24,242,68,5
2073,Congested,15,203,78,4
2074,Congested,12,226,83,3
2075,Congested,22,216,74,1
2076,Congested,40,125,95,10
2077,Congested,30,178,65,8
2078,Congested,16,187,70,1
2079,Congested,22,229,76,3
2080,Congested,12,214,70,10
2081,Congested,13,123,93,7
2082,Congested,34,236,91,2
2083,Congested,17,172,72,5
2084,Congested,19,246,84,3
2085,Congested,23,172,73,5
2086,Congested,33,168,86,3
2087,Congested,23,157,61,5
2088,Congested,18,180,88,4
2089,Congested,21,237,65,1
2090,Congested,25,154,80,7
2091,Congested,31,174,84,7
2092,Congested,33,185,64,2
2093,Congested,27,135,63,6
2094,Congested,39,180,90,6
2095,Congested,29,131,60,5
2096,Congested,26,217,79,7
2097,Congested,31,214,68,9
2098,Congested,11,165,76,3
2099,Congested,26,246,81,8
2100,Congested,14,142,80,9
2101,Congested,23,156,76,2
2102,Congested,20,131,68,8
2103,Congested,37,191,83,7
2104,Congested,19,187,76,9
2105,Congested,20,231,70,6
2106,Congested,33,245,69,9
2107,Congested,37,232,63,4
2108,Congested,14,133,74,3
2109,Congested,11,240,76,3
2110,Congested,32,239,87,2
2111,Congested,38,246,62,8
2112,Congested,21,244,89,8
2113,Congested,13,157,67,6
2114,Congested,12,172,78,3
2115,Congested,36,163,92,5
2116,Congested,28,174,60,9
2117,Congested,34,166,86,2
2118,Congested,17,247,66,6
2119,Congested,10,192,67,7
2120,Congested,21,147,80,3
2121,Congested,10,140,89,8
2122,Congested,24,188,60,6
2123,Congested,11,235,80,10
2124,Congested,14,174,63,5
2125,Congested,20,134,64,9
2126,Congested,40,217,65,7
2127,Congested,18,165,75,7
2128,Congested,12,125,73,3
2129,Congested,22,223,78,3
2130,Congested,13,196,91,7
2131,Congested,33,199,68,6
2132,Congested,31,144,83,9
2133,Congested,16,245,88,7
2134,Congested,25,188,87,2
2135,Congested,34,228,83,10
2136,Congested,15,231,87,2
2137,Congested,11,207,89,4
2138,Congested,30,159,91,9
2139,Congested,30,141,78,8
2140,Congested,23,140,90,5
2141,Congested,14,152,79,4
2142,Congested,26,229,78,10
2143,Congested,11,139,62,9
2144,Congested,13,250,87,7
2145,Congested,13,238,76,6
2146,Congested,18,140,92,1
2147,Congested,13,238,71,3
2148,Congested,36,220,62,2
2149,Congested,23,196,80,10
2150,Congested,33,236,88,10
2151,Congested,35,187,81,3
2152,Congested,16,167,65,10
2153,Congested,18,147,87,9
2154,Congested,10,121,85,2
2155,Congested,10,163,90,8
2156,Congested,32,223,91,5
2157,Congested,29,212,85,5
2158,Congested,12,152,68,1
2159,Congested,16,148,61,4
2160,Congested,37,126,73,8
2161,Congested,30,157,75,7
2162,Congested,36,168,65,5
2163,Congested,34,238,69,8
2164,Congested,23,125,67,3
2165,Congested,38,159,88,8
2166,Congested,25,125,88,10
2167,Congested,17,171,78,10
2168,Congested,36,220,63,6
2169,Congested,10,146,87,7
2170,Congested,37,246,95,5
2171,Congested,11,244,85,8
2172,Congested,26,244,74,1
2173,Congested,26,124,87,10
2174,Congested,20,136,77,7
2175,Congested,38,241,67,8
2176,Congested,29,208,88,7
2177,Congested,10,161,78,4
2178,Congested,25,208,88,4
2179,Congested,26,176,81,10
2180,Congested,37,239,68,5
2181,Congested,33,219,86,6
2182,Congested,35,240,70,10
2183,Congested,16,192,65,8
2184,Congested,14,164,72,3
2185,Congested,29,245,66,7
2186,Congested,40,246,79,4
2187,Congested,16,132,61,6
2188,Congested,38,186,82,3
2189,Congested,15,248,62,2
2190,Congested,20,230,67,10
2191,Congested,17,150,95,4
2192,Congested,25,186,81,6
2193,Congested,34,131,95,5
2194,Congested,38,158,92,10
2195,Congested,31,146,63,8
2196,Congested,35,237,67,2
2197,Congested,35,146,95,1
2198,Congested,26,146,70,2
2199,Congested,37,172,83,3
2200,Congested,33,194,88,9
2201,Congested,25,145,69,6
2202,Congested,20,155,67,4
2203,Congested,24,226,60,4
2204,Congested,36,241,81,5
2205,Congested,26,163,65,5
2206,Congested,21,226,83,4
2207,Congested,14,227,74,3
2208,Congested,35,229,86,7
2209,Congested,38,237,93,6
2210,Congested,40,127,88,3
2211,Congested,34,122,93,2
2212,Congested,12,206,80,7
2213,Congested,34,162,87,1
2214,Congested,22,129,69,10
2215,Congested,11,195,86,7
2216,Congested,38,197,80,6
2217,Congested,10,191,93,10
2218,Congested,39,157,85,8
2219,Congested,30,172,94,10
2220,Congested,35,233,82,7
2221,Congested,34,170,79,2
2222,Congested,11,205,84,3
2223,Congested,26,192,73,2
2224,Congested,26,199,93,6
2225,Congested,34,160,61,1
2226,Congested,38,186,75,5
2227,Congested,33,228,92,2
2228,Congested,33,135,83,5
2229,Congested,30,249,82,2
2230,Congested,11,151,88,5
2231,Congested,28,121,89,6
2232,Congested,17,179,82,5
2233,Congested,19,155,84,9
2234,Congested,33,183,66,6
2235,Congested,26,169,83,8
2236,Congested,13,157,87,7
2237,Congested,12,143,63,7
2238,Congested,38,153,90,4
2239,Congested,24,139,83,9
2240,Congested,22,221,76,10
2241,Congested,25,228,88,8
2242,Congested,33,226,70,3
2243,Congested,26,152,91,8
2244,Congested,14,150,73,8
2245,Congested,25,128,70,9
2246,Congested,21,150,86,2
2247,Congested,13,214,78,1
2248,Congested,26,159,67,6
2249,Congested,19,215,79,5
2250,Congested,25,127,69,3
2251,Congested,35,227,63,5
2252,Congested,38,192,73,3
2253,Congested,36,245,60,2
2254,Congested,27,209,64,1
2255,Congested,23,243,79,10
2256,Congested,24,206,84,8
2257,Congested,36,153,68,9
2258,Congested,30,237,88,8
2259,Congested,14,203,65,10
2260,Congested,31,224,84,4
2261,Congested,38,221,81,9
2262,Congested,11,233,77,2
2263,Congested,37,162,61,10
2264,Congested,30,199,95,2
2265,Congested,30,141,72,10
2266,Congested,27,133,93,4
2267,Congested,34,241,92,1
2268,Congested,13,166,61,5
2269,Congested,35,172,75,10
2270,Congested,24,141,94,10
2271,Congested,20,222,62,8
2272,Congested,37,125,81,7
2273,Congested,15,226,61,9
2274,Congested,20,217,76,2
2275,Congested,13,145,94,3
2276,Congested,19,156,71,5
2277,Congested,34,142,69,5
2278,Congested,40,224,70,1
2279,Congested,29,203,71,1
2280,Congested,32,134,79,7
2281,Congested,13,201,69,7
2282,Congested,38,202,76,7
2283,Congested,40,150,63,4
2284,Congested,17,180,91,9
2285,Congested,34,249,84,2
2286,Congested,18,135,80,8
2287,Congested,27,224,64,8
2288,Congested,10,224,74,1
2289,Congested,18,145,75,9
2290,Congested,30,152,79,10
2291,Congested,23,234,65,9
2292,Congested,16,156,83,9
2293,Congested,15,182,94,7
2294,Congested,40,235,62,1
2295,Congested,36,238,78,3
2296,Congested,10,135,90,5
2297,Congested,29,184,84,6
2298,Congested,36,174,92,5
2299,Congested,11,161,94,10
2300,Congested,12,196,65,7
2301,Congested,32,151,68,9
2302,Congested,18,230,73,10
2303,Congested,26,201,81,5
2304,Congested,34,235,77,4
2305,Congested,31,202,81,4
2306,Congested,24,204,61,3
2307,Congested,30,120,90,1
2308,Congested,38,122,71,7
2309,Congested,27,245,85,9
2310,Congested,12,139,94,1
2311,Congested,38,233,67,6
2312,Congested,36,216,82,7
2313,Congested,15,122,67,8
2314,Congested,21,169,88,1
2315,Congested,17,125,77,6
2316,Congested,16,143,79,4
2317,Congested,17,246,83,1
2318,Congested,18,246,73,1
2319,Congested,16,221,67,5
2320,Congested,28,248,91,3
2321,Congested,27,169,71,2
2322,Congested,28,152,64,3
2323,Congested,18,178,93,5
2324,Congested,16,125,94,10
2325,Congested,18,236,60,7
2326,Congested,30,133,80,7
2327,Congested,37,224,77,2
2328,Congested,31,239,91,6
2329,Congested,26,131,74,1
2330,Congested,18,227,94,8
2331,Congested,20,121,85,4
2332,Congested,20,140,61,4
2333,Congested,32,228,64,4
2334,Congested,16,162,81,5
2335,Congested,12,144,61,8
2336,Congested,23,126,81,5
2337,Congested,17,147,90,4
2338,Congested,40,207,63,6
2339,Congested,26,180,64,10
2340,Congested,29,232,66,8
2341,Congested,28,151,65,1
2342,Congested,39,128,84,6
2343,Congested,38,136,68,1
2344,Congested,39,233,63,5
2345,Congested,29,230,64,2
2346,Congested,31,134,95,1
2347,Congested,19,217,85,2
2348,Congested,29,225,74,10
2349,Congested,35,122,89,7
2350,Congested,24,229,66,6
2351,Congested,30,126,89,9
2352,Congested,20,169,66,2
2353,Congested,10,137,72,10
2354,Congested,14,250,76,6
2355,Congested,23,243,88,3
2356,Congested,17,155,62,1
2357,Congested,14,199,87,9
2358,Congested,40,211,79,10
2359,Congested,38,157,69,8
2360,Congested,19,207,78,6
2361,Congested,10,157,63,4
2362,Congested,26,133,87,6
2363,Congested,16,171,72,2
2364,Congested,20,168,90,8
2365,Congested,29,204,81,10
2366,Congested,19,227,81,3
2367,Congested,13,236,62,8
2368,Congested,17,120,74,4
2369,Congested,24,174,75,8
2370,Congested,33,204,84,4
2371,Congested,22,167,60,6
2372,Congested,10,138,82,1
2373,Congested,27,149,69,5
2374,Congested,24,169,83,1
2375,Congested,10,170,72,5
2376,Congested,15,176,76,3
2377,Congested,20,182,71,4
2378,Congested,10,165,76,2
2379,Congested,10,155,84,2
2380,Congested,20,173,79,8
2381,Congested,17,214,83,3
2382,Congested,40,231,64,2
2383,Congested,14,153,72,4
2384,Congested,27,216,83,6
2385,Congested,29,229,75,1
2386,Congested,34,168,94,5
2387,Congested,35,158,80,4
2388,Congested,11,191,68,9
2389,Congested,40,245,73,2
2390,Congested,35,240,64,3
2391,Congested,26,219,92,6
2392,Congested,25,238,71,6
2393,Congested,32,215,93,8
2394,Congested,32,246,90,5
2395,Congested,28,222,62,4
2396,Congested,17,171,88,4
2397,Congested,22,175,79,7
2398,Congested,38,216,70,6
2399,Congested,18,141,68,2
2400,Congested,19,233,93,6
2401,Congested,17,130,89,9
2402,Congested,29,206,87,8
2403,Congested,24,230,86,6
2404,Congested,35,247,80,5
2405,Congested,22,126,71,8
2406,Congested,17,187,64,6
2407,Congested,38,141,78,9
2408,Congested,26,140,77,4
2409,Congested,13,150,64,6
2410,Congested,11,171,81,4
2411,Congested,31,204,76,5
2412,Congested,33,190,72,10
2413,Congested,14,186,60,5
2414,Congested,19,208,85,7
2415,Congested,36,123,90,9
2416,Congested,34,158,85,4
2417,Congested,17,173,90,4
2418,Congested,26,239,89,6
2419,Congested,35,141,80,4
2420,Congested,23,226,73,8
2421,Congested,24,127,83,3
2422,Congested,28,152,79,1
2423,Congested,25,210,81,4
2424,Congested,23,228,85,9
2425,Congested,19,203,61,10
2426,Congested,35,128,68,3
2427,Congested,40,204,85,7
2428,Congested,16,220,64,9
2429,Congested,22,168,90,2
2430,Congested,20,235,79,2
2431,Congested,15,146,95,3
2432,Congested,11,245,61,3
2433,Congested,16,137,84,5
2434,Congested,16,179,78,9
2435,Congested,12,236,63,6
2436,Congested,26,122,70,6
2437,Congested,37,225,85,3
2438,Congested,13,153,94,7
2439,Congested,25,137,84,4
2440,Congested,14,172,79,7
2441,Congested,36,241,70,10
2442,Congested,28,199,72,9
2443,Congested,32,237,77,4
2444,Congested,10,156,88,2
2445,Congested,36,222,75,9
2446,Congested,20,245,89,8
2447,Congested,28,130,65,5
2448,Congested,30,236,82,5
2449,Congested,22,164,86,4
2450,Congested,15,230,89,7
2451,Congested,39,166,66,7
2452,Congested,32,131,75,3
2453,Congested,18,194,64,4
2454,Congested,39,246,86,9
2455,Congested,13,214,64,2
2456,Congested,26,203,86,8
2457,Congested,15,184,73,9
2458,Congested,11,238,61,2
2459,Congested,30,238,84,6
2460,Congested,33,222,72,7
2461,Congested,11,122,76,2
2462,Congested,32,154,80,8
2463,Congested,25,238,64,2
2464,Congested,27,182,88,3
2465,Congested,25,191,70,3
2466,Congested,36,124,66,3
2467,Congested,19,151,94,7
2468,Congested,15,139,60,5
2469,Congested,14,232,82,3
2470,Congested,16,128,94,4
2471,Congested,24,132,93,2
2472,Congested,22,198,88,1
2473,Congested,29,121,63,7
2474,Congested,34,171,75,6
2475,Congested,39,181,72,2
2476,Congested,10,227,61,1
2477,Congested,20,169,64,4
2478,Congested,40,144,70,3
2479,Congested,11,226,92,2
2480,Congested,36,203,80,9
2481,Congested,30,168,73,9
2482,Congested,22,229,67,4
2483,Congested,16,147,82,6
2484,Congested,15,123,85,6
2485,Congested,10,219,73,8
2486,Congested,17,136,77,10
2487,Congested,21,131,64,4
2488,Congested,23,197,91,2
2489,Congested,32,163,76,2
2490,Congested,29,203,84,3
2491,Congested,20,164,80,8
2492,Congested,12,205,61,10
2493,Congested,39,234,84,9
2494,Congested,30,179,92,10
2495,Congested,32,123,74,1
2496,Congested,29,151,79,4
2497,Congested,33,229,75,10
2498,Congested,12,135,68,6
2499,Congested,25,195,72,3
2500,Congested,22,172,62,4
2501,Congested,39,233,81,3
2502,Congested,18,201,62,9
2503,Congested,35,226,78,1
2504,Congested,17,204,81,4
2505,Congested,16,133,75,4
2506,Congested,29,217,93,6
2507,Congested,15,233,60,2
2508,Congested,37,245,64,4
2509,Congested,11,156,73,3
2510,Congested,12,164,95,4
2511,Congested,17,249,65,7
2512,Congested,33,239,79,3
2513,Congested,33,170,75,7
2514,Congested,15,183,79,5
2515,Congested,28,234,72,5
2516,Congested,37,243,65,6
2517,Congested,22,216,70,8
2518,Congested,24,228,92,10
2519,Congested,33,230,69,8
2520,Congested,10,217,87,2
2521,Congested,34,196,94,3
2522,Congested,27,164,76,7
2523,Congested,24,198,89,5
2524,Congested,22,243,64,6
2525,Congested,14,240,72,3
2526,Congested,39,168,60,1
2527,Congested,37,248,83,8
2528,Congested,22,226,85,6
2529,Congested,22,245,79,10
2530,Congested,12,224,62,2
2531,Congested,22,161,72,7
2532,Congested,40,185,82,9
2533,Congested,32,245,83,1
2534,Congested,30,218,87,4
2535,Congested,17,242,62,6
2536,Congested,30,127,69,5
2537,Congested,29,236,69,5
2538,Congested,17,161,60,2
2539,Congested,34,143,84,7
2540,Congested,32,140,93,4
2541,Congested,38,228,70,7
2542,Congested,18,197,92,9
2543,Congested,31,217,79,7
2544,Congested,34,142,66,10
2545,Congested,34,208,69,5
2546,Congested,33,173,85,5
2547,Congested,10,163,91,1
2548,Congested,13,137,86,9
2549,Congested,23,193,87,3
2550,Congested,15,215,71,3
2551,Congested,16,244,71,9
2552,Congested,40,148,88,10
2553,Congested,36,174,71,4
2554,Congested,11,166,72,5
2555,Congested,38,224,88,10
2556,Congested,13,162,65,5
2557,Congested,12,216,67,5
2558,Congested,12,207,61,10
2559,Congested,17,242,91,2
2560,Congested,10,135,77,1
2561,Congested,31,130,66,4
2562,Congested,26,121,84,10
2563,Congested,26,188,91,8
2564,Congested,34,206,87,6
2565,Congested,21,207,80,4
2566,Congested,40,212,85,7
2567,Congested,29,134,82,6
2568,Congested,35,145,60,8
2569,Congested,37,222,68,1
2570,Congested,29,151,93,5
2571,Congested,40,183,83,8
2572,Congested,29,241,92,7
2573,Congested,31,168,60,6
2574,Congested,10,212,62,6
2575,Congested,31,233,74,10
2576,Congested,25,222,65,6
2577,Congested,23,241,66,7
2578,Congested,19,169,69,9
2579,Congested,38,249,62,3
2580,Congested,25,142,79,9
2581,Congested,37,239,70,8
2582,Congested,40,149,90,9
2583,Congested,17,182,73,3
2584,Congested,34,142,66,7
2585,Congested,32,127,70,6
2586,Congested,38,218,77,4
2587,Congested,33,185,90,2
2588,Congested,31,154,94,8
2589,Congested,12,205,74,10
2590,Congested,34,136,81,7
2591,Congested,39,217,95,7
2592,Congested,35,179,74,5
2593,Congested,13,194,65,2
2594,Congested,12,207,72,2
2595,Congested,28,214,68,6
2596,Congested,40,217,60,5
2597,Congested,11,168,84,7
2598,Congested,20,213,68,9
2599,Congested,31,176,66,7
2600,Congested,10,237,80,3
2601,Congested,36,195,74,8
2602,Congested,31,236,69,10
2603,Congested,19,157,62,10
2604,Congested,20,199,92,2
2605,Congested,18,242,73,8
2606,Congested,19,216,63,6
2607,Congested,14,173,74,1
2608,Congested,39,165,91,7
2609,Congested,19,160,61,9
2610,Congested,22,206,87,8
2611,Congested,21,220,85,2
2612,Congested,26,192,78,4
2613,Congested,32,220,66,3
2614,Congested,20,133,79,8
2615,Congested,30,161,68,8
2616,Congested,32,243,78,3
2617,Congested,16,175,72,1
2618,Congested,21,146,69,7
2619,Congested,40,229,70,1
2620,Congested,13,211,90,3
2621,Congested,40,133,67,9
2622,Congested,30,206,87,3
2623,Congested,30,223,75,1
2624,Congested,13,181,85,8
2625,Congested,19,164,84,2
2626,Congested,34,238,84,5
2627,Congested,30,233,83,1
2628,Congested,13,149,65,2
2629,Congested,25,250,74,1
2630,Congested,28,242,77,2
2631,Congested,35,166,84,8
2632,Congested,30,231,79,10
2633,Congested,14,145,80,2
2634,Congested,32,167,85,1
2635,Congested,22,245,64,9
2636,Congested,36,151,73,2
2637,Congested,15,166,60,9
2638,Congested,24,200,67,1
2639,Congested,14,172,70,2
2640,Congested,27,185,62,2
2641,Congested,13,249,79,6
2642,Congested,40,163,87,1
2643,Congested,17,196,62,9
2644,Congested,38,195,94,8
2645,Congested,14,245,80,9
2646,Congested,39,210,94,9
2647,Congested,16,145,62,4
2648,Congested,11,168,69,5
2649,Congested,37,175,68,10
2650,Congested,27,175,82,5
2651,Congested,14,228,64,9
2652,Congested,18,186,84,3
2653,Congested,22,236,65,5
